compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD1487	TAG56:7-FA18:1	C00712	NA
CPD1488	TAG56:7-FA18:2	C01595	NA
CPD1489	TAG56:7-FA18:3	C06427	NA
CPD1490	TAG56:7-FA20:3	C03242	NA
CPD1491	TAG56:7-FA20:4	C00219	NA
CPD1492	TAG56:7-FA20:5	NA	NA
CPD1493	TAG56:7-FA22:4	C16527	NA
CPD1494	TAG56:7-FA22:5	C16513	NA
CPD1495	TAG56:7-FA22:6	C06429	NA
CPD1496	TAG56:8-FA16:0	C00249	NA
CPD1497	TAG56:8-FA16:1	C08362	NA
CPD1498	TAG56:8-FA18:1	C00712	NA
CPD1499	TAG56:8-FA18:2	C01595	NA
CPD1500	TAG56:8-FA18:3	C06427	NA
CPD1501	TAG56:8-FA20:4	C00219	NA
CPD1502	TAG56:8-FA20:5	NA	NA
CPD1503	TAG56:8-FA22:5	C16513	NA
CPD1504	TAG56:8-FA22:6	C06429	NA
CPD1505	TAG56:9-FA18:3	C06427	NA
CPD1506	TAG56:9-FA20:4	C00219	NA
CPD1507	TAG56:9-FA20:5	NA	NA
CPD1508	TAG56:9-FA22:6	C06429	NA
CPD1509	TAG57:10-FA22:6	C06429	NA
CPD1510	TAG57:2-FA18:1	C00712	NA
CPD1511	TAG57:3-FA18:2	C01595	NA
CPD1512	TAG57:8-FA22:6	NA	NA
CPD1513	TAG57:9-FA22:6	NA	NA
CPD1514	TAG58:10-FA18:2	C01595	NA
CPD1515	TAG58:10-FA20:4	C00219	NA
CPD1516	TAG58:10-FA20:5	NA	NA
CPD1517	TAG58:10-FA22:5	C16513	NA
CPD1518	TAG58:10-FA22:6	C06429	NA
CPD1519	TAG58:2-FA18:1	C00712	NA
CPD1520	TAG58:3-FA18:1	C00712	NA
CPD1521	TAG58:5-FA18:1	C00712	NA
CPD1522	TAG58:6-FA16:0	C00249	NA
CPD1523	TAG58:6-FA18:0	C01530	NA
CPD1524	TAG58:6-FA18:1	C00712	NA
CPD1525	TAG58:6-FA20:4	C00219	NA
CPD1526	TAG58:6-FA22:4	C16527	NA
CPD1527	TAG58:6-FA22:5	C16513	NA
CPD1528	TAG58:7-FA16:0	C00249	NA
CPD1529	TAG58:7-FA18:0	C01530	NA
CPD1530	TAG58:7-FA18:1	C00712	NA
CPD1531	TAG58:7-FA18:2	C01595	NA
CPD1532	TAG58:7-FA20:4	C00219	NA
CPD1533	TAG58:7-FA22:4	C16527	NA
CPD1534	TAG58:7-FA22:5	C16513	NA
CPD1535	TAG58:7-FA22:6	C06429	NA
CPD1536	TAG58:8-FA18:1	C00712	NA
CPD1537	TAG58:8-FA18:2	C01595	NA
CPD1538	TAG58:8-FA20:3	C03242	NA
CPD1539	TAG58:8-FA20:4	C00219	NA
CPD1540	TAG58:8-FA22:5	C16513	NA
CPD1541	TAG58:8-FA22:6	C06429	NA
CPD1542	TAG58:9-FA18:1	C00712	NA
CPD1543	TAG58:9-FA18:2	C01595	NA
CPD1544	TAG58:9-FA20:4	C00219	NA
CPD1545	TAG58:9-FA22:5	C16513	NA
CPD1546	TAG58:9-FA22:6	C06429	NA
CPD1547	TAG60:10-FA22:5	C16513	NA
CPD1548	TAG60:10-FA22:6	C06429	NA
CPD1549	TAG60:11-FA22:5	C16513	NA
CPD1550	TAG60:11-FA22:6	C06429	NA
CPD1551	TAG60:12-FA22:6	C06429	NA
CPD1570	Total CE	NA	NA
CPD1571	Total CER	NA	NA
CPD1572	Total DAG	NA	NA
CPD1573	Total DCER	NA	NA
CPD1574	Total FFA	NA	NA
CPD1575	Total HCER	NA	NA
CPD1576	Total LCER	NA	NA
CPD1577	Total LPC	NA	NA
CPD1578	Total LPE	NA	NA
CPD1579	Total PC	NA	NA
CPD1580	Total PE	NA	NA
CPD1581	Total PI	NA	NA
CPD1582	Total SM	NA	NA
CPD1583	Total TAG	NA	NA
CPD1613	X - 01911	NA	NA
CPD1614	X - 02249	NA	NA
CPD1615	X - 02269	NA	NA
CPD1616	X - 07765	NA	NA
CPD1617	X - 09789	NA	NA
CPD1618	X - 10458	NA	NA
CPD1619	X - 11261	NA	NA
CPD1620	X - 11299	NA	NA
CPD1621	X - 11308	NA	NA
CPD1622	X - 11315	NA	NA
CPD1623	X - 11334	NA	NA
CPD1624	X - 11372	NA	NA
CPD1625	X - 11378	NA	NA
CPD1626	X - 11381	NA	NA
CPD1627	X - 11407	NA	NA
CPD1628	X - 11429	NA	NA
CPD1629	X - 11438	NA	NA
CPD1630	X - 11440	NA	NA
CPD1631	X - 11441	NA	NA
CPD1632	X - 11442	NA	NA
CPD1633	X - 11444	NA	NA
CPD1634	X - 11452	NA	NA
CPD1635	X - 11470	NA	NA
CPD1636	X - 11478	NA	NA
CPD1637	X - 11483	NA	NA
CPD1638	X - 11485	NA	NA
CPD1639	X - 11491	NA	NA
CPD1640	X - 11522	NA	NA
CPD1641	X - 11530	NA	NA
CPD1642	X - 11538	NA	NA
CPD1643	X - 11540	NA	NA
CPD1644	X - 11549	NA	NA
CPD1645	X - 11564	NA	NA
CPD1646	X - 11593	NA	NA
CPD1647	X - 11632	NA	NA
CPD1648	X - 11787	NA	NA
CPD1649	X - 11795	NA	NA
CPD1650	X - 11838	NA	NA
CPD1651	X - 11843	NA	NA
CPD1652	X - 11847	NA	NA
CPD1653	X - 11849	NA	NA
CPD1654	X - 11850	NA	NA
CPD1655	X - 11852	NA	NA
CPD1656	X - 11858	NA	NA
CPD1657	X - 11880	NA	NA
CPD1658	X - 11905	NA	NA
CPD1659	X - 12007	NA	NA
CPD1660	X - 12013	NA	NA
CPD1661	X - 12015	NA	NA
CPD1662	X - 12026	NA	NA
CPD1663	X - 12063	NA	NA
CPD1664	X - 12096	NA	NA
CPD1665	X - 12100	NA	NA
CPD1666	X - 12101	NA	NA
CPD1667	X - 12104	NA	NA
CPD1668	X - 12112	NA	NA
CPD1669	X - 12117	NA	NA
CPD1670	X - 12126	NA	NA
CPD1671	X - 12127	NA	NA
CPD1672	X - 12170	NA	NA
CPD1673	X - 12193	NA	NA
CPD1674	X - 12199	NA	NA
CPD1675	X - 12206	NA	NA
CPD1676	X - 12212	NA	NA
CPD1677	X - 12216	NA	NA
CPD1678	X - 12230	NA	NA
CPD1679	X - 12231	NA	NA
CPD1680	X - 12257	NA	NA
CPD1681	X - 12283	NA	NA
CPD1682	X - 12410	NA	NA
CPD1683	X - 12411	NA	NA
CPD1684	X - 12442	NA	NA
CPD1685	X - 12459	NA	NA
CPD1686	X - 12462	NA	NA
CPD1687	X - 12472	NA	NA
CPD1688	X - 12511	NA	NA
CPD1689	X - 12524	NA	NA
CPD1690	X - 12543	NA	NA
CPD1691	X - 12544	NA	NA
CPD1692	X - 12680	NA	NA
CPD1693	X - 12688	NA	NA
CPD1694	X - 12695	NA	NA
CPD1695	X - 12707	NA	NA
CPD1696	X - 12708	NA	NA
CPD1697	X - 12714	NA	NA
CPD1698	X - 12718	NA	NA
CPD1699	X - 12729	NA	NA
CPD1700	X - 12739	NA	NA
CPD1701	X - 12740	NA	NA
CPD1702	X - 12798	NA	NA
CPD1703	X - 12812	NA	NA
CPD1704	X - 12816	NA	NA
CPD1705	X - 12819	NA	NA
CPD1706	X - 12822	NA	NA
CPD1707	X - 12830	NA	NA
CPD1708	X - 12839	NA	NA
CPD1709	X - 12844	NA	NA
CPD1710	X - 12846	NA	NA
CPD1711	X - 12847	NA	NA
CPD1712	X - 12849	NA	NA
CPD1713	X - 12851	NA	NA
CPD1714	X - 12906	NA	NA
CPD1715	X - 13007	NA	NA
CPD1716	X - 13431	NA	NA
CPD1717	X - 13435	NA	NA
CPD1718	X - 13507	NA	NA
CPD1719	X - 13529	NA	NA
CPD1720	X - 13553	NA	NA
CPD1721	X - 13684	NA	NA
CPD1722	X - 13688	NA	NA
CPD1723	X - 13689	NA	NA
CPD1724	X - 13722	NA	NA
CPD1725	X - 13726	NA	NA
CPD1726	X - 13728	NA	NA
CPD1727	X - 13729	NA	NA
CPD1728	X - 13835	NA	NA
CPD1729	X - 13844	NA	NA
CPD1730	X - 13866	NA	NA
CPD1731	X - 13891	NA	NA
CPD1732	X - 14056	NA	NA
CPD1733	X - 14314	NA	NA
CPD1734	X - 14473	NA	NA
CPD1735	X - 14626	NA	NA
CPD1736	X - 14658	NA	NA
CPD1737	X - 14662	NA	NA
CPD1738	X - 14838	NA	NA
CPD1739	X - 14904	NA	NA
CPD1740	X - 14939	NA	NA
CPD1741	X - 15220	NA	NA
CPD1742	X - 15245	NA	NA
CPD1743	X - 15461	NA	NA
CPD1744	X - 15469	NA	NA
CPD1745	X - 15486	NA	NA
CPD1746	X - 15492	NA	NA
CPD1747	X - 15497	NA	NA
CPD1748	X - 15503	NA	NA
CPD1749	X - 15664	NA	NA
CPD1750	X - 15666	NA	NA
CPD1751	X - 15674	NA	NA
CPD1752	X - 16071	NA	NA
CPD1753	X - 16083	NA	NA
CPD1754	X - 16087	NA	NA
CPD1755	X - 16124	NA	NA
CPD1756	X - 16397	NA	NA
CPD1757	X - 16480	NA	NA
CPD1758	X - 16570	NA	NA
CPD1759	X - 16576	NA	NA
CPD1760	X - 16580	NA	NA
CPD1761	X - 16654	NA	NA
CPD1762	X - 16935	NA	NA
CPD1763	X - 16944	NA	NA
CPD1764	X - 16946	NA	NA
CPD1765	X - 16947	NA	NA
CPD1766	X - 17010	NA	NA
CPD1767	X - 17137	NA	NA
CPD1768	X - 17145	NA	NA
CPD1769	X - 17146	NA	NA
CPD1770	X - 17185	NA	NA
CPD1771	X - 17299	NA	NA
CPD1772	X - 17325	NA	NA
CPD1773	X - 17327	NA	NA
CPD1774	X - 17328	NA	NA
CPD1775	X - 17335	NA	NA
CPD1776	X - 17337	NA	NA
CPD1777	X - 17340	NA	NA
CPD1778	X - 17346	NA	NA
CPD1779	X - 17351	NA	NA
CPD1780	X - 17353	NA	NA
CPD1781	X - 17354	NA	NA
CPD1782	X - 17357	NA	NA
CPD1783	X - 17359	NA	NA
CPD1784	X - 17361	NA	NA
CPD1785	X - 17438	NA	NA
CPD1786	X - 17469	NA	NA
CPD1787	X - 17653	NA	NA
CPD1788	X - 17654	NA	NA
CPD1789	X - 17655	NA	NA
CPD1790	X - 17676	NA	NA
CPD1791	X - 17682	NA	NA
CPD1792	X - 17685	NA	NA
CPD1793	X - 17690	NA	NA
CPD1794	X - 17735	NA	NA
CPD1795	X - 17761	NA	NA
CPD1796	X - 18249	NA	NA
CPD1797	X - 18307	NA	NA
CPD1798	X - 18345	NA	NA
CPD1799	X - 18603	NA	NA
CPD1800	X - 18606	NA	NA
CPD1801	X - 18779	NA	NA
CPD1802	X - 18838	NA	NA
CPD1803	X - 18887	NA	NA
CPD1804	X - 18889	NA	NA
CPD1805	X - 18899	NA	NA
CPD1806	X - 18901	NA	NA
CPD1807	X - 18913	NA	NA
CPD1808	X - 18914	NA	NA
CPD1809	X - 18921	NA	NA
CPD1810	X - 18922	NA	NA
CPD1811	X - 18935	NA	NA
CPD1812	X - 19141	NA	NA
CPD1813	X - 19183	NA	NA
CPD1814	X - 19299	NA	NA
CPD1815	X - 19438	NA	NA
CPD1816	X - 21258	NA	NA
CPD1817	X - 21285	NA	NA
CPD1818	X - 21286	NA	NA
CPD1819	X - 21295	NA	NA
CPD1820	X - 21312	NA	NA
CPD1821	X - 21319	NA	NA
CPD1822	X - 21339	NA	NA
CPD1823	X - 21341	NA	NA
CPD1824	X - 21343	NA	NA
CPD1825	X - 21353	NA	NA
CPD1826	X - 21364	NA	NA
CPD1827	X - 21383	NA	NA
CPD1828	X - 21410	NA	NA
CPD1829	X - 21411	NA	NA
CPD1830	X - 21441	NA	NA
CPD1831	X - 21442	NA	NA
CPD1832	X - 21444	NA	NA
CPD1833	X - 21448	NA	NA
CPD1834	X - 21467	NA	NA
CPD1835	X - 21470	NA	NA
CPD1836	X - 21471	NA	NA
CPD1837	X - 21474	NA	NA
CPD1838	X - 21607	NA	NA
CPD1839	X - 21657	NA	NA
CPD1840	X - 21659	NA	NA
CPD1841	X - 21661	NA	NA
CPD1842	X - 21662	NA	NA
CPD1843	X - 21668	NA	NA
CPD1844	X - 21729	NA	NA
CPD1845	X - 21733	NA	NA
CPD1846	X - 21735	NA	NA
CPD1847	X - 21736	NA	NA
CPD1848	X - 21737	NA	NA
CPD1849	X - 21742	NA	NA
CPD1850	X - 21752	NA	NA
CPD1851	X - 21792	NA	NA
CPD1852	X - 21796	NA	NA
CPD1853	X - 21815	NA	NA
CPD1854	X - 21821	NA	NA
CPD1855	X - 21829	NA	NA
CPD1856	X - 21831	NA	NA
CPD1857	X - 21834	NA	NA
CPD1858	X - 21838	NA	NA
CPD1859	X - 21840	NA	NA
CPD1860	X - 21849	NA	NA
CPD1861	X - 21851	NA	NA
CPD1862	X - 22035	NA	NA
CPD1863	X - 22102	NA	NA
CPD1864	X - 22162	NA	NA
CPD1865	X - 22379	NA	NA
CPD1866	X - 22508	NA	NA
CPD1867	X - 22509	NA	NA
CPD1868	X - 22520	NA	NA
CPD1869	X - 22716	NA	NA
CPD1870	X - 22764	NA	NA
CPD1871	X - 22771	NA	NA
CPD1872	X - 22775	NA	NA
CPD1873	X - 22776	NA	NA
CPD1874	X - 22836	NA	NA
CPD1875	X - 23145	NA	NA
CPD1876	X - 23196	NA	NA
CPD1877	X - 23276	NA	NA
CPD1878	X - 23293	NA	NA
CPD1879	X - 23294	NA	NA
CPD1880	X - 23295	NA	NA
CPD1881	X - 23297	NA	NA
CPD1882	X - 23314	NA	NA
CPD1883	X - 23369	NA	NA
CPD1884	X - 23583	NA	NA
CPD1885	X - 23584	NA	NA
CPD1886	X - 23585	NA	NA
CPD1887	X - 23587	NA	NA
CPD1888	X - 23588	NA	NA
CPD1889	X - 23590	NA	NA
CPD1890	X - 23593	NA	NA
CPD1891	X - 23636	NA	NA
CPD1892	X - 23637	NA	NA
CPD1893	X - 23639	NA	NA
CPD1894	X - 23641	NA	NA
CPD1895	X - 23644	NA	NA
CPD1896	X - 23648	NA	NA
CPD1897	X - 23652	NA	NA
CPD1898	X - 23659	NA	NA
CPD1899	X - 23662	NA	NA
CPD1900	X - 23665	NA	NA
CPD1901	X - 23666	NA	NA
CPD1902	X - 23669	NA	NA
CPD1903	X - 23678	NA	NA
CPD1904	X - 23680	NA	NA
CPD1905	X - 23739	NA	NA
CPD1906	X - 23756	NA	NA
CPD1907	X - 23780	NA	NA
CPD1908	X - 23782	NA	NA
CPD1909	X - 23974	NA	NA
CPD1910	X - 23997	NA	NA
CPD1911	X - 24106	NA	NA
CPD1912	X - 24129	NA	NA
CPD1913	X - 24241	NA	NA
CPD1914	X - 24243	NA	NA
CPD1915	X - 24272	NA	NA
CPD1916	X - 24293	NA	NA
CPD1917	X - 24295	NA	NA
CPD1918	X - 24306	NA	NA
CPD1919	X - 24307	NA	NA
CPD1920	X - 24309	NA	NA
CPD1921	X - 24328	NA	NA
CPD1922	X - 24329	NA	NA
CPD1923	X - 24337	NA	NA
CPD1924	X - 24348	NA	NA
CPD1925	X - 24411	NA	NA
CPD1926	X - 24418	NA	NA
CPD1927	X - 24422	NA	NA
CPD1928	X - 24425	NA	NA
CPD1929	X - 24431	NA	NA
CPD1930	X - 24432	NA	NA
CPD1931	X - 24435	NA	NA
CPD1932	X - 24449	NA	NA
CPD1933	X - 24452	NA	NA
CPD1934	X - 24455	NA	NA
CPD1935	X - 24462	NA	NA
CPD1936	X - 24471	NA	NA
CPD1937	X - 24473	NA	NA
CPD1938	X - 24474	NA	NA
CPD1939	X - 24475	NA	NA
CPD1940	X - 24512	NA	NA
CPD1941	X - 24513	NA	NA
CPD1942	X - 24514	NA	NA
CPD1943	X - 24518	NA	NA
CPD1944	X - 24519	NA	NA
CPD1945	X - 24522	NA	NA
CPD1946	X - 24527	NA	NA
CPD1947	X - 24539	NA	NA
CPD1948	X - 24542	NA	NA
CPD1949	X - 24544	NA	NA
CPD1950	X - 24546	NA	NA
CPD1951	X - 24549	NA	NA
CPD1952	X - 24550	NA	NA
CPD1953	X - 24551	NA	NA
CPD1954	X - 24552	NA	NA
CPD1955	X - 24555	NA	NA
CPD1956	X - 24556	NA	NA
CPD1957	X - 24558	NA	NA
CPD1958	X - 24559	NA	NA
CPD1959	X - 24561	NA	NA
CPD1960	X - 24565	NA	NA
CPD1961	X - 24568	NA	NA
CPD1962	X - 24585	NA	NA
CPD1963	X - 24588	NA	NA
CPD1964	X - 24669	NA	NA
CPD1965	X - 24682	NA	NA
CPD1966	X - 24686	NA	NA
CPD1967	X - 24693	NA	NA
CPD1968	X - 24699	NA	NA
CPD1969	X - 24728	NA	NA
CPD1970	X - 24736	NA	NA
CPD1971	X - 24738	NA	NA
CPD1972	X - 24747	NA	NA
CPD1973	X - 24748	NA	NA
CPD1974	X - 24762	NA	NA
CPD1975	X - 24765	NA	NA
CPD1976	X - 24766	NA	NA
CPD1977	X - 24809	NA	NA
CPD1978	X - 24812	NA	NA
CPD1979	X - 24813	NA	NA
CPD1980	X - 24831	NA	NA
CPD1981	X - 24832	NA	NA
CPD1982	X - 24845	NA	NA
CPD1983	X - 24849	NA	NA
CPD1984	X - 24870	NA	NA
CPD1985	X - 24932	NA	NA
CPD1986	X - 24948	NA	NA
CPD1987	X - 24951	NA	NA
CPD1988	X - 24952	NA	NA
CPD1989	X - 24953	NA	NA
CPD0154	acesulfame	NA	36573
CPD0155	acetoacetate	C00164	96
CPD0156	acetylcarnitine (C2)	C02571	1
CPD0157	acisoga	NA	129397
CPD0158	aconitate [cis or trans]	NA	NA
CPD0159	adenine	C00147	190
CPD0160	adenosine 3',5'-cyclic monophosphate (cAMP)	C00575	6076
CPD0161	adenosine 5'-diphosphate (ADP)	C00008	6022
CPD0162	adenosine 5'-diphosphoribose (ADP-ribose)	C00301	192
CPD0163	adenosine 5'-monophosphate (AMP)	C00020	6083
CPD0164	adipate	C06104	196
CPD0165	adipoylcarnitine (C6-DC)	NA	71296139
CPD0166	adrenoylcarnitine (C22:4)*	NA	NA
CPD0167	alanine	C00041	5950
CPD0168	allantoin	C02350	204
CPD0169	alliin	C08265	87310
CPD0170	allo-threonine	C05519	99289
CPD0171	alpha-CEHC sulfate	NA	NA
CPD0172	alpha-hydroxyisocaproate	C03264	83697
CPD0173	alpha-hydroxyisovalerate	NA	99823
CPD0174	alpha-ketobutyrate	C00109	58
CPD0175	alpha-ketoglutarate	C00026	51
CPD0176	alpha-tocopherol	C02477	14985
CPD0177	amoxicillin	C06827	2171
CPD0178	andro steroid monosulfate (1)*	C04555	NA
CPD0179	androstenediol (3alpha, 17alpha) monosulfate (2)	NA	NA
CPD0180	androstenediol (3alpha, 17alpha) monosulfate (3)	NA	NA
CPD0181	androstenediol (3beta,17beta) disulfate (1)	C04295	87120982
CPD0182	androstenediol (3beta,17beta) disulfate (2)	C04295	87120982
CPD0183	androstenediol (3beta,17beta) monosulfate (1)	NA	13847309
CPD0184	androstenediol (3beta,17beta) monosulfate (2)	NA	NA
CPD0185	androsterone sulfate	NA	159663
CPD0186	arabinose	C00216	66308
CPD0187	arabitol/xylitol	C01904	6912
CPD0188	arabonate/xylonate	NA	NA
CPD0189	arachidonoyl ethanolamide	C11695	5281969
CPD0190	arachidonoylcarnitine (C20:4)	NA	NA
CPD0191	arachidonoylcholine	NA	NA
CPD0192	arachidoylcarnitine (C20)*	NA	NA
CPD0193	argininate*	NA	160437
CPD0194	arginine	C00062	232
CPD0195	asparagine	C00152	6267
CPD0196	aspartate	C00049	5960
CPD0197	aspartylisoleucine*	NA	NA
CPD0198	aspartylleucine	NA	332962
CPD0199	azelate (nonanedioate)	C08261	2266
CPD0200	azithromycin	C06838	2269
CPD0201	baclofen	D00241	2284
CPD0202	behenoylcarnitine (C22)*	NA	NA
CPD0203	benzoate	C00180	243
CPD0204	benzoylcarnitine*	NA	NA
CPD0205	benzoylecgonine	C10847	442997
CPD0206	beta-citrylglutamate	C20775	72715786
CPD0207	beta-cryptoxanthin	NA	6384256
CPD0208	beta-hydroxyisovalerate	NA	69362
CPD0209	beta-sitosterol	C01753	222284
CPD0210	betaine	C00719	247
CPD0211	betonicine	C08269	164642
CPD0212	bilirubin (E,E)*	NA	5315454
CPD0213	bilirubin (E,Z or Z,E)*	NA	5799469
CPD0214	bilirubin (Z,Z)	C00486	5280352
CPD0215	biliverdin	C00500	5353439
CPD0216	bradykinin	C00306	439201
CPD0217	bradykinin, des-arg(9)	C00306	105044
CPD0218	bradykinin, hydroxy-pro(3)	NA	169947
CPD0219	butyrylcarnitine (C4)	C02862	439829
CPD0221	caffeine	C07481	2519
CPD0222	campesterol	C01789	173183
CPD0223	caprate (10:0)	C01571	2969
CPD0224	caproate (6:0)	C01585	8892
CPD0225	caprylate (8:0)	C06423	379
CPD0226	carboxyethyl-GABA	NA	2572
CPD0227	carboxyibuprofen	NA	10444113
CPD0228	carnitine	C00318	10917
CPD0229	carnosine	C00386	439224
CPD0230	carotene diol (1)	NA	NA
CPD0231	carotene diol (2)	NA	NA
CPD0232	carotene diol (3)	NA	NA
CPD0233	catechol sulfate	NA	3083879
CPD0272	cerotoylcarnitine (C26)*	NA	NA
CPD0273	cetirizine	C07778	2678
CPD0274	chenodeoxycholate	C02528	10133
CPD0275	chiro-inositol	C19891	NA
CPD0276	cholate	C00695	221493
CPD0277	cholesterol	C00187	11025495
CPD0278	choline	C00114	305
CPD0279	choline phosphate	C00588	1014
CPD0280	cinnamoylglycine	NA	709625
CPD0281	cis-4-decenoylcarnitine (C10:1)	NA	NA
CPD0282	cis-urocanate	NA	1549103
CPD0283	citramalate	C00815	1081
CPD0284	citrate	C00158	311
CPD0285	citrulline	C00327	9750
CPD0286	corticosterone	C02140	5753
CPD0287	cortisol	C00735	5754
CPD0288	cortisone	C00762	222786
CPD0289	cotinine	NA	854019
CPD0290	cotinine N-oxide	NA	9815514
CPD0291	creatine	C00300	586
CPD0292	creatinine	C00791	588
CPD0293	cyclo(ala-pro)	NA	6428987
CPD0294	cyclo(leu-pro)	NA	7074739
CPD0295	cyclo(pro-val)	NA	98951
CPD0296	cys-gly, oxidized	NA	333293
CPD0297	cystathionine	C02291	439258
CPD0298	cysteine	C00097	5862
CPD0299	cysteine s-sulfate	C05824	115015
CPD0300	cysteine sulfinic acid	C00606	109
CPD0301	cysteine-glutathione disulfide	NA	4247235
CPD0302	cysteinylglycine	C01419	439498
CPD0303	cystine	C00491	67678
CPD0304	cytidine	C00475	6175
CPD0358	daidzein sulfate (2)	NA	NA
CPD0371	decanoylcarnitine (C10)	NA	10245190
CPD0372	dehydroisoandrosterone sulfate (DHEA-S)	C04555	12594
CPD0373	deoxycarnitine	C01181	134
CPD0374	deoxycholate	C04483	222528
CPD0375	desmethylnaproxen	NA	13393711
CPD0376	desmethylnaproxen sulfate	NA	184679
CPD0377	dihomo-linolenoyl-choline	NA	NA
CPD0378	dihomo-linolenoylcarnitine (20:3n3 or 6)*	NA	NA
CPD0379	dihomo-linoleoylcarnitine (C20:2)*	NA	NA
CPD0380	dihydroferulic acid	NA	14340
CPD0381	dihydroorotate	C00337	648
CPD0382	dimethyl sulfone	C11142	6213
CPD0383	dimethylarginine (SDMA + ADMA)	C03626	123831
CPD0384	dimethylglycine	C01026	673
CPD0385	docosadioate	C19625	244872
CPD0386	docosahexaenoylcholine	NA	NA
CPD0387	docosapentaenoylcarnitine (C22:5n3)*	NA	NA
CPD0388	dodecanedioate	C02678	12736
CPD0389	dopamine 3-O-sulfate	C13690	122136
CPD0390	dopamine 4-sulfate	C13691	123932
CPD0391	ectoine	C06231	126041
CPD0393	eicosanodioate	NA	75502
CPD0394	eicosenoylcarnitine (C20:1)*	NA	NA
CPD0395	epiandrosterone sulfate	NA	9929317
CPD0396	ergothioneine	C05570	3032311
CPD0397	erucoylcarnitine (C22:1)*	NA	NA
CPD0398	erythritol	C00503	222285
CPD0399	erythronate*	NA	2781043
CPD0400	escitalopram	D07913	146570
CPD0401	estrone 3-sulfate	C02538	3001028
CPD0402	ethylmalonate	NA	11756
CPD0403	etiocholanolone glucuronide	NA	270605
CPD0404	eugenol sulfate	NA	180632
CPD0405	ferulic acid 4-sulfate	NA	6305574
CPD0432	flavin adenine dinucleotide (FAD)	C00016	643975
CPD0433	fluconazole	D00322	3365
CPD0434	fluoxetine	D00326	3386
CPD0435	formiminoglutamate	C00439	439233
CPD0436	fructose	C00095	5984
CPD0437	fumarate	C00122	444972
CPD0438	galactonate	C00880	128869
CPD0440	gamma-CEHC	NA	133098
CPD0441	gamma-CEHC glucuronide*	NA	NA
CPD0439	gamma-carboxyglutamate	NA	40772
CPD0442	gamma-glutamyl-2-aminobutyrate	NA	NA
CPD0443	gamma-glutamyl-alpha-lysine	NA	65254
CPD0444	gamma-glutamyl-epsilon-lysine	NA	7015685
CPD0445	gamma-glutamylalanine	NA	440103
CPD0446	gamma-glutamylglutamate	C05282	92865
CPD0447	gamma-glutamylglutamine	C05283	150914
CPD0448	gamma-glutamylglycine	NA	165527
CPD0449	gamma-glutamylhistidine	NA	7017195
CPD0450	gamma-glutamylisoleucine*	NA	14253342
CPD0451	gamma-glutamylleucine	NA	151023
CPD0452	gamma-glutamylmethionine	NA	7009567
CPD0453	gamma-glutamylphenylalanine	NA	111299
CPD0454	gamma-glutamylthreonine	NA	76078708
CPD0455	gamma-glutamyltryptophan	NA	3989307
CPD0456	gamma-glutamyltyrosine	NA	94340
CPD0457	gamma-glutamylvaline	NA	7015683
CPD0458	gamma-tocopherol/beta-tocopherol	NA	NA
CPD0459	gentisate	C00628	3469
CPD0460	gluconate	C00257	10690
CPD0461	glucose	C00031	79025
CPD0462	glucuronate	C00191	444791
CPD0463	glutamate	C00025	611
CPD0464	glutamate, gamma-methyl ester	NA	68662
CPD0465	glutamine	C00064	5961
CPD0466	glutarate (pentanedioate)	C00489	743
CPD0467	glutarylcarnitine (C5-DC)	NA	71464488
CPD0468	glycerate	C00258	752
CPD0469	glycerol	C00116	753
CPD0470	glycerol 3-phosphate	C00093	754
CPD0471	glycerophosphoethanolamine	C01233	123874
CPD0472	glycerophosphoglycerol	C03274	439964
CPD0473	glycerophosphorylcholine (GPC)	C00670	71920
CPD0474	glycine	C00037	750
CPD0475	glycochenodeoxycholate	C05466	12544
CPD0476	glycochenodeoxycholate glucuronide (1)	NA	NA
CPD0477	glycochenodeoxycholate sulfate	NA	NA
CPD0478	glycocholate	C01921	10140
CPD0479	glycocholate glucuronide (1)	NA	NA
CPD0480	glycocholenate sulfate*	NA	NA
CPD0481	glycodeoxycholate	C05464	3035026
CPD0482	glycodeoxycholate sulfate	NA	NA
CPD0483	glycohyocholate	NA	NA
CPD0484	glycolithocholate	C15557	115245
CPD0485	glycolithocholate sulfate*	C11301	72222
CPD0486	glycoursodeoxycholate	NA	12310288
CPD0487	guaifenesin	D00337	3516
CPD0488	guanidinoacetate	C00581	763
CPD0489	guanosine	C00387	6802
CPD0490	gulonate*	C00257	9794176
CPD0503	heme	C00032	26945
CPD0504	heptanoate (7:0)	C17714	8094
CPD0505	hexadecanedioate	C19615	10459
CPD0506	hexadecasphingosine (d16:1)*	NA	NA
CPD0507	hexanoylcarnitine (C6)	NA	6426853
CPD0508	hexanoylglutamine	NA	NA
CPD0509	hexanoylglycine	NA	99463
CPD0510	hippurate	C01586	464
CPD0511	histidine	C00135	6274
CPD0512	histidylglutamate	NA	9838731
CPD0513	histidylglycine	NA	351662
CPD0514	homoarginine	C01924	9085
CPD0515	homocitrulline	C02427	65072
CPD0516	homostachydrine*	C08283	441447
CPD0517	homoveratric acid	NA	7139
CPD0518	hydantoin-5-propionic acid	C05565	782
CPD0519	hydrochlorothiazide	C07041	3639
CPD0520	hydroquinone sulfate	C00530	161220
CPD0521	hydroxycotinine	NA	10219774
