chemical_name	analysismode	mz	rt	compound_id
459.3463_10.01	RP_POS	459.3463	10.01	C004285
520.8332_10.01	RP_POS	520.8332	10.01	C004286
553.8299_10.01	RP_POS	553.8299	10.01	C004287
907.0997_10.01	RP_POS	907.0997	10.01	C004288
548.8945_10.00	RP_POS	548.8945	10	C004289
578.3286_10.00	RP_POS	578.3286	10	C004290
417.7804_10.00	RP_POS	417.7804	10	C004291
434.3261_9.99	RP_POS	434.3261	9.99	C004292
509.3349_9.99	RP_POS	509.3349	9.99	C004293
272.6577_9.99	RP_POS	272.6577	9.99	C004294
528.3421_9.99	RP_POS	528.3421	9.99	C004295
596.2890_9.99	RP_POS	596.289	9.99	C004296
331.2628_9.98	RP_POS	331.2628	9.98	C004297
415.3197_9.98	RP_POS	415.3197	9.98	C004298
659.9686_9.97	RP_POS	659.9686	9.97	C004299
446.8006_9.97	RP_POS	446.8006	9.97	C004300
534.3546_9.97	RP_POS	534.3546	9.97	C004301
528.3413_9.97	RP_POS	528.3413	9.97	C004302
441.2835_9.97	RP_POS	441.2835	9.97	C004303
556.3605_9.97	RP_POS	556.3605	9.97	C004304
673.9838_9.96	RP_POS	673.9838	9.96	C004305
670.4263_9.96	RP_POS	670.4263	9.96	C004306
505.2146_9.96	RP_POS	505.2146	9.96	C004307
651.9435_9.95	RP_POS	651.9435	9.95	C004308
618.2443_9.95	RP_POS	618.2443	9.95	C004309
227.1639_9.95	RP_POS	227.1639	9.95	C004310
710.9246_9.95	RP_POS	710.9246	9.95	C004311
713.4431_9.95	RP_POS	713.4431	9.95	C004312
459.3289_9.95	RP_POS	459.3289	9.95	C004313
475.2129_9.94	RP_POS	475.2129	9.94	C004314
172.1330_9.94	RP_POS	172.133	9.94	C004315
480.3086_9.94	RP_POS	480.3086	9.94	C004316
627.9159_9.93	RP_POS	627.9159	9.93	C004317
621.9377_9.93	RP_POS	621.9377	9.93	C004318
259.6311_9.93	RP_POS	259.6311	9.93	C004319
462.2978_9.92	RP_POS	462.2978	9.92	C004320
935.6167_9.92	RP_POS	935.6167	9.92	C004321
549.3072_9.92	RP_POS	549.3072	9.92	C004322
790.9930_9.91	RP_POS	790.993	9.91	C004323
507.2981_9.91	RP_POS	507.2981	9.91	C004324
975.6386_9.91	RP_POS	975.6386	9.91	C004325
778.9922_9.90	RP_POS	778.9922	9.9	C004326
775.9850_9.90	RP_POS	775.985	9.9	C004327
499.3477_9.89	RP_POS	499.3477	9.89	C004328
299.6539_9.88	RP_POS	299.6539	9.88	C004329
508.8255_9.88	RP_POS	508.8255	9.88	C004330
298.6732_9.88	RP_POS	298.6732	9.88	C004331
276.6520_9.88	RP_POS	276.652	9.88	C004332
522.7947_9.88	RP_POS	522.7947	9.88	C004333
278.6484_9.88	RP_POS	278.6484	9.88	C004334
762.9777_9.88	RP_POS	762.9777	9.88	C004335
299.6729_9.88	RP_POS	299.6729	9.88	C004336
308.6591_9.88	RP_POS	308.6591	9.88	C004337
515.3129_9.88	RP_POS	515.3129	9.88	C004338
275.1340_9.87	RP_POS	275.134	9.87	C004339
292.1477_9.87	RP_POS	292.1477	9.87	C004340
806.9871_9.87	RP_POS	806.9871	9.87	C004341
305.6815_9.87	RP_POS	305.6815	9.87	C004342
283.6598_9.87	RP_POS	283.6598	9.87	C004343
258.6411_9.87	RP_POS	258.6411	9.87	C004344
869.6024_9.87	RP_POS	869.6024	9.87	C004345
267.6467_9.87	RP_POS	267.6467	9.87	C004346
921.1023_9.86	RP_POS	921.1023	9.86	C004347
866.5942_9.86	RP_POS	866.5942	9.86	C004348
897.1000_9.86	RP_POS	897.1	9.86	C004349
292.6832_9.86	RP_POS	292.6832	9.86	C004350
909.1030_9.86	RP_POS	909.103	9.86	C004351
293.1476_9.86	RP_POS	293.1476	9.86	C004352
304.6645_9.86	RP_POS	304.6645	9.86	C004353
104.1070_9.86	RP_POS	104.107	9.86	C004354
777.9848_9.85	RP_POS	777.9848	9.85	C004355
618.9298_9.85	RP_POS	618.9298	9.85	C004356
687.4285_9.84	RP_POS	687.4285	9.84	C004357
906.0904_9.84	RP_POS	906.0904	9.84	C004358
454.7982_9.83	RP_POS	454.7982	9.83	C004359
410.7800_9.82	RP_POS	410.78	9.82	C004360
473.3070_9.82	RP_POS	473.307	9.82	C004361
617.5135_9.82	RP_POS	617.5135	9.82	C004362
418.3505_9.81	RP_POS	418.3505	9.81	C004363
498.2743_9.81	RP_POS	498.2743	9.81	C004364
585.9115_9.80	RP_POS	585.9115	9.8	C004365
271.6313_9.80	RP_POS	271.6313	9.8	C004366
292.6540_9.80	RP_POS	292.654	9.8	C004367
531.3732_9.79	RP_POS	531.3732	9.79	C004368
397.2259_9.79	RP_POS	397.2259	9.79	C004369
357.2472_9.79	RP_POS	357.2472	9.79	C004370
259.6312_9.79	RP_POS	259.6312	9.79	C004371
325.4251_9.79	RP_POS	325.4251	9.79	C004372
434.7540_9.79	RP_POS	434.754	9.79	C004373
478.2791_9.79	RP_POS	478.2791	9.79	C004374
466.7989_9.78	RP_POS	466.7989	9.78	C004375
575.8992_9.78	RP_POS	575.8992	9.78	C004376
465.3597_9.78	RP_POS	465.3597	9.78	C004377
407.2376_9.78	RP_POS	407.2376	9.78	C004378
283.6314_9.78	RP_POS	283.6314	9.78	C004379
473.3485_9.78	RP_POS	473.3485	9.78	C004380
322.2264_9.78	RP_POS	322.2264	9.78	C004381
650.4131_9.78	RP_POS	650.4131	9.78	C004382
597.9065_9.78	RP_POS	597.9065	9.78	C004383
439.7552_9.78	RP_POS	439.7552	9.78	C004384
627.4794_9.78	RP_POS	627.4794	9.78	C004385
99.3303_9.77	RP_POS	99.3303	9.77	C004386
548.8688_9.77	RP_POS	548.8688	9.77	C004387
442.7698_9.77	RP_POS	442.7698	9.77	C004388
430.7695_9.77	RP_POS	430.7695	9.77	C004389
490.4250_9.77	RP_POS	490.425	9.77	C004390
449.1971_9.77	RP_POS	449.1971	9.77	C004391
625.3997_9.77	RP_POS	625.3997	9.77	C004392
270.6606_9.76	RP_POS	270.6606	9.76	C004393
473.2662_9.76	RP_POS	473.2662	9.76	C004394
494.2901_9.76	RP_POS	494.2901	9.76	C004395
262.6365_9.76	RP_POS	262.6365	9.76	C004396
487.3419_9.76	RP_POS	487.3419	9.76	C004397
283.2741_9.76	RP_POS	283.2741	9.76	C004398
535.2991_9.75	RP_POS	535.2991	9.75	C004399
304.6647_9.75	RP_POS	304.6647	9.75	C004400
562.3271_9.75	RP_POS	562.3271	9.75	C004401
534.2953_9.75	RP_POS	534.2953	9.75	C004402
163.1116_9.75	RP_POS	163.1116	9.75	C004403
184.0733_9.75	RP_POS	184.0733	9.75	C004404
621.9378_9.75	RP_POS	621.9378	9.75	C004405
774.9782_9.75	RP_POS	774.9782	9.75	C004406
275.6709_9.75	RP_POS	275.6709	9.75	C004407
687.4292_9.74	RP_POS	687.4292	9.74	C004408
777.9855_9.74	RP_POS	777.9855	9.74	C004409
492.7783_9.74	RP_POS	492.7783	9.74	C004410
275.1339_9.74	RP_POS	275.1339	9.74	C004411
786.9777_9.74	RP_POS	786.9777	9.74	C004412
789.9858_9.73	RP_POS	789.9858	9.73	C004413
282.6522_9.73	RP_POS	282.6522	9.73	C004414
549.2369_9.73	RP_POS	549.2369	9.73	C004415
273.6468_9.73	RP_POS	273.6468	9.73	C004416
669.2158_9.72	RP_POS	669.2158	9.72	C004417
491.8027_9.72	RP_POS	491.8027	9.72	C004418
623.8922_9.72	RP_POS	623.8922	9.72	C004419
287.2213_9.71	RP_POS	287.2213	9.71	C004420
365.2660_9.71	RP_POS	365.266	9.71	C004421
317.2083_9.71	RP_POS	317.2083	9.71	C004422
528.7776_9.71	RP_POS	528.7776	9.71	C004423
585.3393_9.70	RP_POS	585.3393	9.7	C004424
589.3708_9.70	RP_POS	589.3708	9.7	C004425
666.3069_9.70	RP_POS	666.3069	9.7	C004426
499.7934_9.70	RP_POS	499.7934	9.7	C004427
312.6328_9.70	RP_POS	312.6328	9.7	C004428
415.3195_9.70	RP_POS	415.3195	9.7	C004429
942.5928_9.69	RP_POS	942.5928	9.69	C004430
586.3040_9.69	RP_POS	586.304	9.69	C004431
555.3239_9.69	RP_POS	555.3239	9.69	C004432
572.2982_9.69	RP_POS	572.2982	9.69	C004433
575.3124_9.69	RP_POS	575.3124	9.69	C004434
684.9751_9.68	RP_POS	684.9751	9.68	C004435
945.0988_9.68	RP_POS	945.0988	9.68	C004436
834.9775_9.68	RP_POS	834.9775	9.68	C004437
825.9855_9.68	RP_POS	825.9855	9.68	C004438
687.4493_9.67	RP_POS	687.4493	9.67	C004439
642.9299_9.67	RP_POS	642.9299	9.67	C004440
891.0951_9.67	RP_POS	891.0951	9.67	C004441
299.6326_9.67	RP_POS	299.6326	9.67	C004442
295.6592_9.67	RP_POS	295.6592	9.67	C004443
918.0911_9.66	RP_POS	918.0911	9.66	C004444
543.8262_9.66	RP_POS	543.8262	9.66	C004445
658.4272_9.66	RP_POS	658.4272	9.66	C004446
288.6329_9.66	RP_POS	288.6329	9.66	C004447
930.0913_9.66	RP_POS	930.0913	9.66	C004448
819.9625_9.66	RP_POS	819.9625	9.66	C004449
307.6599_9.66	RP_POS	307.6599	9.66	C004450
807.9635_9.66	RP_POS	807.9635	9.66	C004451
659.4012_9.66	RP_POS	659.4012	9.66	C004452
280.6628_9.66	RP_POS	280.6628	9.66	C004453
547.2983_9.66	RP_POS	547.2983	9.66	C004454
642.3067_9.66	RP_POS	642.3067	9.66	C004455
293.6430_9.66	RP_POS	293.643	9.66	C004456
560.2990_9.66	RP_POS	560.299	9.66	C004457
531.3239_9.66	RP_POS	531.3239	9.66	C004458
801.9856_9.66	RP_POS	801.9856	9.66	C004459
798.9781_9.66	RP_POS	798.9781	9.66	C004460
539.3129_9.66	RP_POS	539.3129	9.66	C004461
279.6467_9.66	RP_POS	279.6467	9.66	C004462
526.7912_9.65	RP_POS	526.7912	9.65	C004463
642.2448_9.65	RP_POS	642.2448	9.65	C004464
442.7699_9.65	RP_POS	442.7699	9.65	C004465
283.6417_9.65	RP_POS	283.6417	9.65	C004466
440.7721_9.65	RP_POS	440.7721	9.65	C004467
429.7516_9.64	RP_POS	429.7516	9.64	C004468
370.3674_9.64	RP_POS	370.3674	9.64	C004469
506.2897_9.64	RP_POS	506.2897	9.64	C004470
934.6103_9.63	RP_POS	934.6103	9.63	C004471
518.2901_9.63	RP_POS	518.2901	9.63	C004472
225.5818_9.63	RP_POS	225.5818	9.63	C004473
554.2896_9.62	RP_POS	554.2896	9.62	C004474
309.2416_9.62	RP_POS	309.2416	9.62	C004475
341.2087_9.61	RP_POS	341.2087	9.61	C004476
696.3045_9.61	RP_POS	696.3045	9.61	C004477
384.5697_9.61	RP_POS	384.5697	9.61	C004478
466.2930_9.61	RP_POS	466.293	9.61	C004479
680.3394_9.61	RP_POS	680.3394	9.61	C004480
381.2092_9.60	RP_POS	381.2092	9.6	C004481
273.6470_9.60	RP_POS	273.647	9.6	C004482
291.6094_9.59	RP_POS	291.6094	9.59	C004483
429.2618_9.59	RP_POS	429.2618	9.59	C004484
594.9079_9.59	RP_POS	594.9079	9.59	C004485
463.2731_9.59	RP_POS	463.2731	9.59	C004486
274.6348_9.59	RP_POS	274.6348	9.59	C004487
284.6198_9.59	RP_POS	284.6198	9.59	C004488
673.4028_9.59	RP_POS	673.4028	9.59	C004489
352.3207_9.58	RP_POS	352.3207	9.58	C004490
533.2665_9.58	RP_POS	533.2665	9.58	C004491
349.2348_9.57	RP_POS	349.2348	9.57	C004492
286.6360_9.56	RP_POS	286.636	9.56	C004493
622.9099_9.56	RP_POS	622.9099	9.56	C004494
357.2028_9.56	RP_POS	357.2028	9.56	C004495
501.2974_9.56	RP_POS	501.2974	9.56	C004496
621.9065_9.56	RP_POS	621.9065	9.56	C004497
263.1361_9.56	RP_POS	263.1361	9.56	C004498
649.4035_9.56	RP_POS	649.4035	9.56	C004499
521.2667_9.56	RP_POS	521.2667	9.56	C004500
649.3776_9.55	RP_POS	649.3776	9.55	C004501
979.5752_9.55	RP_POS	979.5752	9.55	C004502
399.3253_9.55	RP_POS	399.3253	9.55	C004503
267.6094_9.55	RP_POS	267.6094	9.55	C004504
509.2671_9.55	RP_POS	509.2671	9.55	C004505
269.6442_9.55	RP_POS	269.6442	9.55	C004506
260.6199_9.54	RP_POS	260.6199	9.54	C004507
735.3217_9.54	RP_POS	735.3217	9.54	C004508
267.6286_9.54	RP_POS	267.6286	9.54	C004509
576.2607_9.54	RP_POS	576.2607	9.54	C004510
609.9064_9.54	RP_POS	609.9064	9.54	C004511
481.3016_9.54	RP_POS	481.3016	9.54	C004512
250.6345_9.54	RP_POS	250.6345	9.54	C004513
516.2400_9.54	RP_POS	516.24	9.54	C004514
337.2731_9.54	RP_POS	337.2731	9.54	C004515
480.3286_9.53	RP_POS	480.3286	9.53	C004516
659.2701_9.53	RP_POS	659.2701	9.53	C004517
529.2837_9.53	RP_POS	529.2837	9.53	C004518
399.1523_9.53	RP_POS	399.1523	9.53	C004519
258.6233_9.53	RP_POS	258.6233	9.53	C004520
560.3514_9.53	RP_POS	560.3514	9.53	C004521
328.6308_9.53	RP_POS	328.6308	9.53	C004522
301.6511_9.53	RP_POS	301.6511	9.53	C004523
586.3271_9.53	RP_POS	586.3271	9.53	C004524
494.2288_9.53	RP_POS	494.2288	9.53	C004525
281.6431_9.53	RP_POS	281.6431	9.53	C004526
438.2974_9.52	RP_POS	438.2974	9.52	C004527
667.2728_9.52	RP_POS	667.2728	9.52	C004528
658.4273_9.52	RP_POS	658.4273	9.52	C004529
646.2943_9.52	RP_POS	646.2943	9.52	C004530
408.7557_9.52	RP_POS	408.7557	9.52	C004531
586.3118_9.52	RP_POS	586.3118	9.52	C004532
324.2508_9.52	RP_POS	324.2508	9.52	C004533
240.1227_9.51	RP_POS	240.1227	9.51	C004534
316.1368_9.51	RP_POS	316.1368	9.51	C004535
356.2140_9.51	RP_POS	356.214	9.51	C004536
603.2209_9.51	RP_POS	603.2209	9.51	C004537
285.1232_9.51	RP_POS	285.1232	9.51	C004538
319.1955_9.50	RP_POS	319.1955	9.5	C004539
521.1978_9.50	RP_POS	521.1978	9.5	C004540
571.3434_9.49	RP_POS	571.3434	9.49	C004541
341.2450_9.48	RP_POS	341.245	9.48	C004542
177.1637_9.47	RP_POS	177.1637	9.47	C004543
471.2357_9.47	RP_POS	471.2357	9.47	C004544
415.3192_9.47	RP_POS	415.3192	9.47	C004545
480.3090_9.47	RP_POS	480.309	9.47	C004546
191.1794_9.46	RP_POS	191.1794	9.46	C004547
393.1945_9.45	RP_POS	393.1945	9.45	C004548
382.2714_9.45	RP_POS	382.2714	9.45	C004549
117.0698_9.44	RP_POS	117.0698	9.44	C004550
255.2316_9.44	RP_POS	255.2316	9.44	C004551
163.1481_9.44	RP_POS	163.1481	9.44	C004552
367.2159_9.44	RP_POS	367.2159	9.44	C004553
301.2375_9.43	RP_POS	301.2375	9.43	C004554
546.8792_9.43	RP_POS	546.8792	9.43	C004555
401.3045_9.43	RP_POS	401.3045	9.43	C004556
389.2210_9.43	RP_POS	389.221	9.43	C004557
597.3244_9.41	RP_POS	597.3244	9.41	C004558
507.2964_9.41	RP_POS	507.2964	9.41	C004559
355.1880_9.41	RP_POS	355.188	9.41	C004560
645.4194_9.41	RP_POS	645.4194	9.41	C004561
275.6252_9.40	RP_POS	275.6252	9.4	C004562
347.2570_9.40	RP_POS	347.257	9.4	C004563
276.6227_9.40	RP_POS	276.6227	9.4	C004564
266.6390_9.40	RP_POS	266.639	9.4	C004565
282.6518_9.40	RP_POS	282.6518	9.4	C004566
446.3249_9.39	RP_POS	446.3249	9.39	C004567
598.3091_9.39	RP_POS	598.3091	9.39	C004568
123.1168_9.38	RP_POS	123.1168	9.38	C004569
626.3328_9.38	RP_POS	626.3328	9.38	C004570
862.4487_9.38	RP_POS	862.4487	9.38	C004571
320.2558_9.38	RP_POS	320.2558	9.38	C004572
648.9280_9.38	RP_POS	648.928	9.38	C004573
525.2969_9.38	RP_POS	525.2969	9.38	C004574
321.2318_9.38	RP_POS	321.2318	9.38	C004575
351.2506_9.38	RP_POS	351.2506	9.38	C004576
419.1826_9.37	RP_POS	419.1826	9.37	C004577
279.2315_9.37	RP_POS	279.2315	9.37	C004578
469.2963_9.37	RP_POS	469.2963	9.37	C004579
450.3210_9.37	RP_POS	450.321	9.37	C004580
514.2706_9.36	RP_POS	514.2706	9.36	C004581
491.7838_9.36	RP_POS	491.7838	9.36	C004582
426.3575_9.36	RP_POS	426.3575	9.36	C004583
341.2010_9.36	RP_POS	341.201	9.36	C004584
225.2212_9.35	RP_POS	225.2212	9.35	C004585
345.2036_9.35	RP_POS	345.2036	9.35	C004586
290.6389_9.35	RP_POS	290.6389	9.35	C004587
292.6354_9.35	RP_POS	292.6354	9.35	C004588
527.3185_9.34	RP_POS	527.3185	9.34	C004589
287.6251_9.34	RP_POS	287.6251	9.34	C004590
278.6390_9.34	RP_POS	278.639	9.34	C004591
693.4446_9.34	RP_POS	693.4446	9.34	C004592
513.3530_9.33	RP_POS	513.353	9.33	C004593
576.2880_9.33	RP_POS	576.288	9.33	C004594
635.4159_9.32	RP_POS	635.4159	9.32	C004595
595.9209_9.31	RP_POS	595.9209	9.31	C004596
294.2048_9.31	RP_POS	294.2048	9.31	C004597
325.1625_9.31	RP_POS	325.1625	9.31	C004598
856.4319_9.31	RP_POS	856.4319	9.31	C004599
355.1260_9.31	RP_POS	355.126	9.31	C004600
499.2982_9.31	RP_POS	499.2982	9.31	C004601
548.2890_9.31	RP_POS	548.289	9.31	C004602
413.1677_9.30	RP_POS	413.1677	9.3	C004603
317.2384_9.30	RP_POS	317.2384	9.3	C004604
339.0949_9.30	RP_POS	339.0949	9.3	C004605
351.1311_9.30	RP_POS	351.1311	9.3	C004606
315.2315_9.30	RP_POS	315.2315	9.3	C004607
544.2412_9.29	RP_POS	544.2412	9.29	C004608
646.2977_9.29	RP_POS	646.2977	9.29	C004609
321.2031_9.29	RP_POS	321.2031	9.29	C004610
514.2898_9.28	RP_POS	514.2898	9.28	C004611
366.2211_9.28	RP_POS	366.2211	9.28	C004612
225.5817_9.28	RP_POS	225.5817	9.28	C004613
452.2769_9.28	RP_POS	452.2769	9.28	C004614
320.2561_9.28	RP_POS	320.2561	9.28	C004615
241.5947_9.27	RP_POS	241.5947	9.27	C004616
242.5920_9.27	RP_POS	242.592	9.27	C004617
253.2526_9.27	RP_POS	253.2526	9.27	C004618
245.6155_9.27	RP_POS	245.6155	9.27	C004619
341.2563_9.27	RP_POS	341.2563	9.27	C004620
357.2034_9.27	RP_POS	357.2034	9.27	C004621
590.3074_9.27	RP_POS	590.3074	9.27	C004622
230.5921_9.26	RP_POS	230.5921	9.26	C004623
258.6501_9.26	RP_POS	258.6501	9.26	C004624
233.0002_9.26	RP_POS	233.0002	9.26	C004625
389.3043_9.26	RP_POS	389.3043	9.26	C004626
373.2349_9.26	RP_POS	373.2349	9.26	C004627
339.2504_9.26	RP_POS	339.2504	9.26	C004628
478.2236_9.25	RP_POS	478.2236	9.25	C004629
367.1568_9.25	RP_POS	367.1568	9.25	C004630
260.9952_9.25	RP_POS	260.9952	9.25	C004631
267.2294_9.25	RP_POS	267.2294	9.25	C004632
269.6155_9.25	RP_POS	269.6155	9.25	C004633
653.2849_9.24	RP_POS	653.2849	9.24	C004634
362.2662_9.24	RP_POS	362.2662	9.24	C004635
616.3241_9.24	RP_POS	616.3241	9.24	C004636
284.2218_9.24	RP_POS	284.2218	9.24	C004637
259.6312_9.23	RP_POS	259.6312	9.23	C004638
257.6154_9.23	RP_POS	257.6154	9.23	C004639
667.2991_9.22	RP_POS	667.2991	9.22	C004640
462.2673_9.22	RP_POS	462.2673	9.22	C004641
383.2037_9.22	RP_POS	383.2037	9.22	C004642
443.2554_9.22	RP_POS	443.2554	9.22	C004643
658.9129_9.21	RP_POS	658.9129	9.21	C004644
173.1327_9.21	RP_POS	173.1327	9.21	C004645
341.2087_9.21	RP_POS	341.2087	9.21	C004646
557.3431_9.20	RP_POS	557.3431	9.2	C004647
215.1794_9.20	RP_POS	215.1794	9.2	C004648
311.2574_9.20	RP_POS	311.2574	9.2	C004649
163.1115_9.20	RP_POS	163.1115	9.2	C004650
163.1480_9.20	RP_POS	163.148	9.2	C004651
261.2212_9.20	RP_POS	261.2212	9.2	C004652
615.2457_9.20	RP_POS	615.2457	9.2	C004653
655.2991_9.20	RP_POS	655.2991	9.2	C004654
400.3417_9.20	RP_POS	400.3417	9.2	C004655
585.2941_9.19	RP_POS	585.2941	9.19	C004656
764.4344_9.19	RP_POS	764.4344	9.19	C004657
191.1794_9.19	RP_POS	191.1794	9.19	C004658
502.7863_9.19	RP_POS	502.7863	9.19	C004659
501.2488_9.19	RP_POS	501.2488	9.19	C004660
343.1792_9.19	RP_POS	343.1792	9.19	C004661
313.2369_9.19	RP_POS	313.2369	9.19	C004662
498.2733_9.19	RP_POS	498.2733	9.19	C004663
265.6313_9.18	RP_POS	265.6313	9.18	C004664
468.2808_9.18	RP_POS	468.2808	9.18	C004665
287.6357_9.18	RP_POS	287.6357	9.18	C004666
487.2821_9.18	RP_POS	487.2821	9.18	C004667
361.2731_9.18	RP_POS	361.2731	9.18	C004668
291.6658_9.18	RP_POS	291.6658	9.18	C004669
278.6310_9.18	RP_POS	278.631	9.18	C004670
604.9143_9.18	RP_POS	604.9143	9.18	C004671
632.4113_9.18	RP_POS	632.4113	9.18	C004672
294.6436_9.18	RP_POS	294.6436	9.18	C004673
253.6311_9.18	RP_POS	253.6311	9.18	C004674
500.7750_9.17	RP_POS	500.775	9.17	C004675
489.1443_9.16	RP_POS	489.1443	9.16	C004676
669.2158_9.16	RP_POS	669.2158	9.16	C004677
373.2350_9.15	RP_POS	373.235	9.15	C004678
359.2571_9.14	RP_POS	359.2571	9.14	C004679
245.6156_9.14	RP_POS	245.6156	9.14	C004680
483.2714_9.14	RP_POS	483.2714	9.14	C004681
311.1979_9.13	RP_POS	311.1979	9.13	C004682
225.5817_9.13	RP_POS	225.5817	9.13	C004683
443.2787_9.12	RP_POS	443.2787	9.12	C004684
529.2083_9.12	RP_POS	529.2083	9.12	C004685
230.5920_9.12	RP_POS	230.592	9.12	C004686
569.3276_9.12	RP_POS	569.3276	9.12	C004687
365.1634_9.11	RP_POS	365.1634	9.11	C004688
361.2354_9.11	RP_POS	361.2354	9.11	C004689
289.1772_9.11	RP_POS	289.1772	9.11	C004690
498.2590_9.10	RP_POS	498.259	9.1	C004691
265.6312_9.10	RP_POS	265.6312	9.1	C004692
645.9047_9.08	RP_POS	645.9047	9.08	C004693
285.1846_9.08	RP_POS	285.1846	9.08	C004694
299.2007_9.08	RP_POS	299.2007	9.08	C004695
330.2640_9.08	RP_POS	330.264	9.08	C004696
320.2661_9.07	RP_POS	320.2661	9.07	C004697
319.2627_9.07	RP_POS	319.2627	9.07	C004698
583.2782_9.07	RP_POS	583.2782	9.07	C004699
353.1719_9.07	RP_POS	353.1719	9.07	C004700
292.2478_9.06	RP_POS	292.2478	9.06	C004701
252.1357_9.06	RP_POS	252.1357	9.06	C004702
463.2324_9.06	RP_POS	463.2324	9.06	C004703
339.1928_9.06	RP_POS	339.1928	9.06	C004704
253.1796_9.06	RP_POS	253.1796	9.06	C004705
287.2214_9.05	RP_POS	287.2214	9.05	C004706
367.1791_9.05	RP_POS	367.1791	9.05	C004707
471.3077_9.05	RP_POS	471.3077	9.05	C004708
412.3420_9.05	RP_POS	412.342	9.05	C004709
295.1873_9.05	RP_POS	295.1873	9.05	C004710
321.2035_9.04	RP_POS	321.2035	9.04	C004711
472.3420_9.03	RP_POS	472.342	9.03	C004712
261.6554_9.03	RP_POS	261.6554	9.03	C004713
377.1833_9.03	RP_POS	377.1833	9.03	C004714
323.1995_9.03	RP_POS	323.1995	9.03	C004715
294.1951_9.02	RP_POS	294.1951	9.02	C004716
255.2425_9.01	RP_POS	255.2425	9.01	C004717
589.2978_9.01	RP_POS	589.2978	9.01	C004718
543.2201_9.00	RP_POS	543.2201	9	C004719
400.3781_9.00	RP_POS	400.3781	9	C004720
277.6312_8.99	RP_POS	277.6312	8.99	C004721
308.2199_8.99	RP_POS	308.2199	8.99	C004722
617.2601_8.99	RP_POS	617.2601	8.99	C004723
317.1718_8.98	RP_POS	317.1718	8.98	C004724
448.3416_8.98	RP_POS	448.3416	8.98	C004725
341.2007_8.98	RP_POS	341.2007	8.98	C004726
191.1793_8.97	RP_POS	191.1793	8.97	C004727
479.2677_8.97	RP_POS	479.2677	8.97	C004728
107.0329_8.97	RP_POS	107.0329	8.97	C004729
355.2626_8.97	RP_POS	355.2626	8.97	C004730
459.2626_8.96	RP_POS	459.2626	8.96	C004731
435.1991_8.96	RP_POS	435.1991	8.96	C004732
273.2210_8.95	RP_POS	273.221	8.95	C004733
273.1588_8.94	RP_POS	273.1588	8.94	C004734
649.2500_8.94	RP_POS	649.25	8.94	C004735
205.1953_8.93	RP_POS	205.1953	8.93	C004736
487.2298_8.93	RP_POS	487.2298	8.93	C004737
385.2262_8.93	RP_POS	385.2262	8.93	C004738
268.0824_8.92	RP_POS	268.0824	8.92	C004739
418.2121_8.92	RP_POS	418.2121	8.92	C004740
529.2508_8.92	RP_POS	529.2508	8.92	C004741
307.1879_8.92	RP_POS	307.1879	8.92	C004742
616.3086_8.92	RP_POS	616.3086	8.92	C004743
311.2577_8.92	RP_POS	311.2577	8.92	C004744
617.2600_8.91	RP_POS	617.26	8.91	C004745
201.1637_8.91	RP_POS	201.1637	8.91	C004746
280.1891_8.91	RP_POS	280.1891	8.91	C004747
283.1175_8.91	RP_POS	283.1175	8.91	C004748
257.2261_8.91	RP_POS	257.2261	8.91	C004749
455.2406_8.90	RP_POS	455.2406	8.9	C004750
303.1472_8.90	RP_POS	303.1472	8.9	C004751
414.2991_8.90	RP_POS	414.2991	8.9	C004752
317.1146_8.90	RP_POS	317.1146	8.9	C004753
335.6337_8.90	RP_POS	335.6337	8.9	C004754
372.1582_8.89	RP_POS	372.1582	8.89	C004755
397.1985_8.89	RP_POS	397.1985	8.89	C004756
494.3470_8.89	RP_POS	494.347	8.89	C004757
335.2574_8.89	RP_POS	335.2574	8.89	C004758
414.2528_8.89	RP_POS	414.2528	8.89	C004759
288.6521_8.88	RP_POS	288.6521	8.88	C004760
317.1719_8.87	RP_POS	317.1719	8.87	C004761
363.2380_8.87	RP_POS	363.238	8.87	C004762
538.2809_8.86	RP_POS	538.2809	8.86	C004763
271.1668_8.86	RP_POS	271.1668	8.86	C004764
473.2547_8.86	RP_POS	473.2547	8.86	C004765
666.3608_8.86	RP_POS	666.3608	8.86	C004766
449.3242_8.86	RP_POS	449.3242	8.86	C004767
455.2586_8.85	RP_POS	455.2586	8.85	C004768
386.3261_8.85	RP_POS	386.3261	8.85	C004769
163.1481_8.85	RP_POS	163.1481	8.85	C004770
317.2101_8.84	RP_POS	317.2101	8.84	C004771
581.2628_8.84	RP_POS	581.2628	8.84	C004772
266.6507_8.83	RP_POS	266.6507	8.83	C004773
577.8461_8.83	RP_POS	577.8461	8.83	C004774
355.1877_8.83	RP_POS	355.1877	8.83	C004775
273.1825_8.83	RP_POS	273.1825	8.83	C004776
273.6402_8.83	RP_POS	273.6402	8.83	C004777
533.2357_8.83	RP_POS	533.2357	8.83	C004778
191.1795_8.82	RP_POS	191.1795	8.82	C004779
649.2497_8.82	RP_POS	649.2497	8.82	C004780
492.2702_8.82	RP_POS	492.2702	8.82	C004781
259.6428_8.82	RP_POS	259.6428	8.82	C004782
450.3115_8.82	RP_POS	450.3115	8.82	C004783
267.1121_8.82	RP_POS	267.1121	8.82	C004784
341.1637_8.82	RP_POS	341.1637	8.82	C004785
