chemical_name	analysismode	mz	rt	compound_id
501.3550_10.20	RP_POS	501.355	10.2	C003179
526.8806_10.20	RP_POS	526.8806	10.2	C003180
611.2857_10.21	RP_POS	611.2857	10.21	C003181
515.3311_10.21	RP_POS	515.3311	10.21	C003182
670.4080_10.21	RP_POS	670.408	10.21	C003183
398.2432_10.22	RP_POS	398.2432	10.22	C003184
501.3327_10.22	RP_POS	501.3327	10.22	C003185
639.4363_10.22	RP_POS	639.4363	10.22	C003186
605.8965_10.22	RP_POS	605.8965	10.22	C003187
293.6624_10.23	RP_POS	293.6624	10.23	C003188
473.3445_10.23	RP_POS	473.3445	10.23	C003189
501.3195_10.23	RP_POS	501.3195	10.23	C003190
187.1329_10.23	RP_POS	187.1329	10.23	C003191
477.3554_10.23	RP_POS	477.3554	10.23	C003192
272.6573_10.23	RP_POS	272.6573	10.23	C003193
480.2947_10.23	RP_POS	480.2947	10.23	C003194
271.2324_10.24	RP_POS	271.2324	10.24	C003195
462.3273_10.24	RP_POS	462.3273	10.24	C003196
189.1636_10.24	RP_POS	189.1636	10.24	C003197
448.3350_10.24	RP_POS	448.335	10.24	C003198
350.3032_10.24	RP_POS	350.3032	10.24	C003199
213.1636_10.24	RP_POS	213.1636	10.24	C003200
187.1480_10.24	RP_POS	187.148	10.24	C003201
461.3239_10.24	RP_POS	461.3239	10.24	C003202
321.5850_10.24	RP_POS	321.585	10.24	C003203
177.1635_10.24	RP_POS	177.1635	10.24	C003204
579.4236_10.25	RP_POS	579.4236	10.25	C003205
431.2585_10.25	RP_POS	431.2585	10.25	C003206
537.4068_10.25	RP_POS	537.4068	10.25	C003207
359.7453_10.25	RP_POS	359.7453	10.25	C003208
591.4566_10.25	RP_POS	591.4566	10.25	C003209
441.7715_10.25	RP_POS	441.7715	10.25	C003210
606.3761_10.26	RP_POS	606.3761	10.26	C003211
443.1838_10.27	RP_POS	443.1838	10.27	C003212
788.6688_10.29	RP_POS	788.6688	10.29	C003213
330.6810_10.30	RP_POS	330.681	10.3	C003214
642.5142_10.31	RP_POS	642.5142	10.31	C003215
530.3576_10.31	RP_POS	530.3576	10.31	C003216
672.4220_10.32	RP_POS	672.422	10.32	C003217
432.7853_10.34	RP_POS	432.7853	10.34	C003218
597.9235_10.34	RP_POS	597.9235	10.34	C003219
339.2410_10.34	RP_POS	339.241	10.34	C003220
738.0232_10.35	RP_POS	738.0232	10.35	C003221
756.5917_10.35	RP_POS	756.5917	10.35	C003222
661.4256_10.35	RP_POS	661.4256	10.35	C003223
721.0404_10.35	RP_POS	721.0404	10.35	C003224
411.2879_10.35	RP_POS	411.2879	10.35	C003225
591.4564_10.36	RP_POS	591.4564	10.36	C003226
590.4492_10.36	RP_POS	590.4492	10.36	C003227
847.3761_10.36	RP_POS	847.3761	10.36	C003228
473.3244_10.36	RP_POS	473.3244	10.36	C003229
378.2661_10.37	RP_POS	378.2661	10.37	C003230
598.3864_10.38	RP_POS	598.3864	10.38	C003231
375.2207_10.38	RP_POS	375.2207	10.38	C003232
590.8921_10.39	RP_POS	590.8921	10.39	C003233
325.7409_10.39	RP_POS	325.7409	10.39	C003234
642.3737_10.40	RP_POS	642.3737	10.4	C003235
385.1662_10.40	RP_POS	385.1662	10.4	C003236
644.3894_10.40	RP_POS	644.3894	10.4	C003237
891.4023_10.40	RP_POS	891.4023	10.4	C003238
737.3971_10.41	RP_POS	737.3971	10.41	C003239
884.6131_10.41	RP_POS	884.6131	10.41	C003240
330.6810_10.41	RP_POS	330.681	10.41	C003241
163.1481_10.41	RP_POS	163.1481	10.41	C003242
611.2875_10.43	RP_POS	611.2875	10.43	C003243
542.3374_10.44	RP_POS	542.3374	10.44	C003244
551.3288_10.45	RP_POS	551.3288	10.45	C003245
674.4567_10.46	RP_POS	674.4567	10.46	C003246
535.3539_10.46	RP_POS	535.3539	10.46	C003247
652.4520_10.46	RP_POS	652.452	10.46	C003248
281.6623_10.46	RP_POS	281.6623	10.46	C003249
305.6997_10.46	RP_POS	305.6997	10.46	C003250
298.6915_10.46	RP_POS	298.6915	10.46	C003251
554.3354_10.46	RP_POS	554.3354	10.46	C003252
686.4559_10.46	RP_POS	686.4559	10.46	C003253
922.1236_10.46	RP_POS	922.1236	10.46	C003254
523.9810_10.46	RP_POS	523.981	10.46	C003255
687.9980_10.46	RP_POS	687.998	10.46	C003256
540.4258_10.47	RP_POS	540.4258	10.47	C003257
336.5946_10.47	RP_POS	336.5946	10.47	C003258
313.6886_10.47	RP_POS	313.6886	10.47	C003259
306.6615_10.47	RP_POS	306.6615	10.47	C003260
399.3253_10.47	RP_POS	399.3253	10.47	C003261
673.9844_10.47	RP_POS	673.9844	10.47	C003262
737.4748_10.47	RP_POS	737.4748	10.47	C003263
365.2664_10.47	RP_POS	365.2664	10.47	C003264
938.6405_10.47	RP_POS	938.6405	10.47	C003265
701.4447_10.47	RP_POS	701.4447	10.47	C003266
417.3354_10.48	RP_POS	417.3354	10.48	C003267
312.6896_10.48	RP_POS	312.6896	10.48	C003268
385.2256_10.48	RP_POS	385.2256	10.48	C003269
545.3589_10.49	RP_POS	545.3589	10.49	C003270
437.3250_10.50	RP_POS	437.325	10.5	C003271
523.2364_10.50	RP_POS	523.2364	10.5	C003272
692.4585_10.51	RP_POS	692.4585	10.51	C003273
471.2400_10.51	RP_POS	471.24	10.51	C003274
427.3529_10.51	RP_POS	427.3529	10.51	C003275
439.3419_10.52	RP_POS	439.3419	10.52	C003276
471.3088_10.52	RP_POS	471.3088	10.52	C003277
221.1535_10.52	RP_POS	221.1535	10.52	C003278
287.2002_10.52	RP_POS	287.2002	10.52	C003279
732.4433_10.52	RP_POS	732.4433	10.52	C003280
389.2181_10.53	RP_POS	389.2181	10.53	C003281
285.2572_10.53	RP_POS	285.2572	10.53	C003282
718.8752_10.54	RP_POS	718.8752	10.54	C003283
608.3914_10.55	RP_POS	608.3914	10.55	C003284
666.4616_10.55	RP_POS	666.4616	10.55	C003285
331.2630_10.56	RP_POS	331.263	10.56	C003286
743.3664_10.56	RP_POS	743.3664	10.56	C003287
468.3444_10.56	RP_POS	468.3444	10.56	C003288
589.2755_10.56	RP_POS	589.2755	10.56	C003289
537.2797_10.57	RP_POS	537.2797	10.57	C003290
449.3622_10.58	RP_POS	449.3622	10.58	C003291
307.2627_10.58	RP_POS	307.2627	10.58	C003292
298.2743_10.58	RP_POS	298.2743	10.58	C003293
570.9074_10.59	RP_POS	570.9074	10.59	C003294
698.4010_10.60	RP_POS	698.401	10.6	C003295
735.3969_10.60	RP_POS	735.3969	10.6	C003296
514.3765_10.60	RP_POS	514.3765	10.6	C003297
330.6807_10.61	RP_POS	330.6807	10.61	C003298
708.4456_10.61	RP_POS	708.4456	10.61	C003299
350.2228_10.61	RP_POS	350.2228	10.61	C003300
693.8975_10.64	RP_POS	693.8975	10.64	C003301
681.9018_10.64	RP_POS	681.9018	10.64	C003302
560.3507_10.64	RP_POS	560.3507	10.64	C003303
597.2502_10.65	RP_POS	597.2502	10.65	C003304
241.0968_10.65	RP_POS	241.0968	10.65	C003305
593.2380_10.65	RP_POS	593.238	10.65	C003306
629.7792_10.65	RP_POS	629.7792	10.65	C003307
555.3658_10.65	RP_POS	555.3658	10.65	C003308
196.0966_10.65	RP_POS	196.0966	10.65	C003309
331.1284_10.65	RP_POS	331.1284	10.65	C003310
514.1952_10.66	RP_POS	514.1952	10.66	C003311
419.3311_10.66	RP_POS	419.3311	10.66	C003312
574.2395_10.66	RP_POS	574.2395	10.66	C003313
493.3885_10.67	RP_POS	493.3885	10.67	C003314
417.1647_10.67	RP_POS	417.1647	10.67	C003315
453.3942_10.67	RP_POS	453.3942	10.67	C003316
471.2079_10.67	RP_POS	471.2079	10.67	C003317
523.3822_10.67	RP_POS	523.3822	10.67	C003318
403.1491_10.67	RP_POS	403.1491	10.67	C003319
363.2871_10.67	RP_POS	363.2871	10.67	C003320
732.4473_10.67	RP_POS	732.4473	10.67	C003321
562.2162_10.67	RP_POS	562.2162	10.67	C003322
533.3811_10.68	RP_POS	533.3811	10.68	C003323
698.4594_10.68	RP_POS	698.4594	10.68	C003324
315.2293_10.69	RP_POS	315.2293	10.69	C003325
305.2454_10.69	RP_POS	305.2454	10.69	C003326
607.4138_10.69	RP_POS	607.4138	10.69	C003327
365.7020_10.70	RP_POS	365.702	10.7	C003328
648.4234_10.71	RP_POS	648.4234	10.71	C003329
475.3394_10.71	RP_POS	475.3394	10.71	C003330
385.3318_10.73	RP_POS	385.3318	10.73	C003331
458.3321_10.73	RP_POS	458.3321	10.73	C003332
539.8649_10.74	RP_POS	539.8649	10.74	C003333
362.2897_10.74	RP_POS	362.2897	10.74	C003334
443.3128_10.74	RP_POS	443.3128	10.74	C003335
515.8541_10.76	RP_POS	515.8541	10.76	C003336
514.3777_10.76	RP_POS	514.3777	10.76	C003337
355.2617_10.76	RP_POS	355.2617	10.76	C003338
378.2362_10.77	RP_POS	378.2362	10.77	C003339
512.8719_10.77	RP_POS	512.8719	10.77	C003340
437.3243_10.79	RP_POS	437.3243	10.79	C003341
622.4439_10.79	RP_POS	622.4439	10.79	C003342
223.1690_10.80	RP_POS	223.169	10.8	C003343
187.1330_10.80	RP_POS	187.133	10.8	C003344
718.4640_10.80	RP_POS	718.464	10.8	C003345
378.2889_10.81	RP_POS	378.2889	10.81	C003346
539.8639_10.81	RP_POS	539.8639	10.81	C003347
566.4291_10.83	RP_POS	566.4291	10.83	C003348
565.4292_10.83	RP_POS	565.4292	10.83	C003349
365.3227_10.83	RP_POS	365.3227	10.83	C003350
569.9261_10.83	RP_POS	569.9261	10.83	C003351
604.4646_10.83	RP_POS	604.4646	10.83	C003352
571.4092_10.83	RP_POS	571.4092	10.83	C003353
603.9305_10.83	RP_POS	603.9305	10.83	C003354
774.6322_10.83	RP_POS	774.6322	10.83	C003355
451.3006_10.83	RP_POS	451.3006	10.83	C003356
95.4489_10.83	RP_POS	95.4489	10.83	C003357
407.2927_10.84	RP_POS	407.2927	10.84	C003358
601.4588_10.84	RP_POS	601.4588	10.84	C003359
585.9018_10.85	RP_POS	585.9018	10.85	C003360
633.9277_10.86	RP_POS	633.9277	10.86	C003361
692.3228_10.87	RP_POS	692.3228	10.87	C003362
775.6360_10.87	RP_POS	775.636	10.87	C003363
537.4141_10.88	RP_POS	537.4141	10.88	C003364
689.8459_10.88	RP_POS	689.8459	10.88	C003365
714.3368_10.89	RP_POS	714.3368	10.89	C003366
405.3359_10.90	RP_POS	405.3359	10.9	C003367
369.1618_10.90	RP_POS	369.1618	10.9	C003368
575.3620_10.90	RP_POS	575.362	10.9	C003369
359.7018_10.91	RP_POS	359.7018	10.91	C003370
711.8589_10.91	RP_POS	711.8589	10.91	C003371
250.1775_10.91	RP_POS	250.1775	10.91	C003372
383.3204_10.92	RP_POS	383.3204	10.92	C003373
733.8719_10.92	RP_POS	733.8719	10.92	C003374
563.2559_10.92	RP_POS	563.2559	10.92	C003375
314.2361_10.93	RP_POS	314.2361	10.93	C003376
297.2697_10.93	RP_POS	297.2697	10.93	C003377
489.3550_10.94	RP_POS	489.355	10.94	C003378
535.2609_10.95	RP_POS	535.2609	10.95	C003379
758.3621_10.95	RP_POS	758.3621	10.95	C003380
572.3686_10.95	RP_POS	572.3686	10.95	C003381
568.4570_10.96	RP_POS	568.457	10.96	C003382
494.3604_10.96	RP_POS	494.3604	10.96	C003383
366.3729_10.96	RP_POS	366.3729	10.96	C003384
755.8842_10.96	RP_POS	755.8842	10.96	C003385
285.2572_10.97	RP_POS	285.2572	10.97	C003386
750.3917_10.97	RP_POS	750.3917	10.97	C003387
790.4990_10.98	RP_POS	790.499	10.98	C003388
541.3863_10.99	RP_POS	541.3863	10.99	C003389
329.2174_11.00	RP_POS	329.2174	11	C003390
666.4676_11.04	RP_POS	666.4676	11.04	C003391
500.3037_11.05	RP_POS	500.3037	11.05	C003392
574.2885_11.06	RP_POS	574.2885	11.06	C003393
250.1775_11.06	RP_POS	250.1775	11.06	C003394
408.3076_11.07	RP_POS	408.3076	11.07	C003395
587.4277_11.07	RP_POS	587.4277	11.07	C003396
419.3510_11.07	RP_POS	419.351	11.07	C003397
746.4958_11.08	RP_POS	746.4958	11.08	C003398
75.0228_11.08	RP_POS	75.0228	11.08	C003399
437.3607_11.08	RP_POS	437.3607	11.08	C003400
358.7208_11.08	RP_POS	358.7208	11.08	C003401
698.4616_11.09	RP_POS	698.4616	11.09	C003402
637.3988_11.10	RP_POS	637.3988	11.1	C003403
391.3566_11.10	RP_POS	391.3566	11.1	C003404
681.9879_11.10	RP_POS	681.9879	11.1	C003405
596.3015_11.10	RP_POS	596.3015	11.1	C003406
558.4012_11.10	RP_POS	558.4012	11.1	C003407
578.3810_11.10	RP_POS	578.381	11.1	C003408
241.1795_11.11	RP_POS	241.1795	11.11	C003409
750.4911_11.11	RP_POS	750.4911	11.11	C003410
868.4260_11.11	RP_POS	868.426	11.11	C003411
395.3128_11.13	RP_POS	395.3128	11.13	C003412
465.3913_11.13	RP_POS	465.3913	11.13	C003413
753.4767_11.13	RP_POS	753.4767	11.13	C003414
525.3080_11.14	RP_POS	525.308	11.14	C003415
327.2523_11.14	RP_POS	327.2523	11.14	C003416
315.2442_11.16	RP_POS	315.2442	11.16	C003417
535.3975_11.17	RP_POS	535.3975	11.17	C003418
518.3424_11.17	RP_POS	518.3424	11.17	C003419
551.3774_11.19	RP_POS	551.3774	11.19	C003420
635.9460_11.21	RP_POS	635.946	11.21	C003421
774.6341_11.22	RP_POS	774.6341	11.22	C003422
205.1585_11.25	RP_POS	205.1585	11.25	C003423
405.3723_11.25	RP_POS	405.3723	11.25	C003424
253.2524_11.26	RP_POS	253.2524	11.26	C003425
150.1274_11.26	RP_POS	150.1274	11.26	C003426
538.4826_11.27	RP_POS	538.4826	11.27	C003427
688.4535_11.27	RP_POS	688.4535	11.27	C003428
629.5102_11.27	RP_POS	629.5102	11.27	C003429
529.4075_11.27	RP_POS	529.4075	11.27	C003430
537.4509_11.28	RP_POS	537.4509	11.28	C003431
523.4360_11.29	RP_POS	523.436	11.29	C003432
261.2055_11.30	RP_POS	261.2055	11.3	C003433
197.1897_11.30	RP_POS	197.1897	11.3	C003434
358.2941_11.32	RP_POS	358.2941	11.32	C003435
573.4344_11.33	RP_POS	573.4344	11.33	C003436
636.4884_11.36	RP_POS	636.4884	11.36	C003437
499.3761_11.37	RP_POS	499.3761	11.37	C003438
550.6285_11.38	RP_POS	550.6285	11.38	C003439
573.4498_11.38	RP_POS	573.4498	11.38	C003440
717.4936_11.39	RP_POS	717.4936	11.39	C003441
692.4845_11.40	RP_POS	692.4845	11.4	C003442
422.3040_11.41	RP_POS	422.304	11.41	C003443
369.2758_11.42	RP_POS	369.2758	11.42	C003444
604.9389_11.42	RP_POS	604.9389	11.42	C003445
557.9441_11.42	RP_POS	557.9441	11.42	C003446
404.3726_11.43	RP_POS	404.3726	11.43	C003447
411.3342_11.44	RP_POS	411.3342	11.44	C003448
607.4239_11.46	RP_POS	607.4239	11.46	C003449
548.3767_11.46	RP_POS	548.3767	11.46	C003450
475.8659_11.46	RP_POS	475.8659	11.46	C003451
579.4978_11.47	RP_POS	579.4978	11.47	C003452
743.3754_11.51	RP_POS	743.3754	11.51	C003453
357.3147_11.52	RP_POS	357.3147	11.52	C003454
567.4283_11.52	RP_POS	567.4283	11.52	C003455
765.3877_11.52	RP_POS	765.3877	11.52	C003456
501.3548_11.55	RP_POS	501.3548	11.55	C003457
735.0212_11.55	RP_POS	735.0212	11.55	C003458
416.3152_11.56	RP_POS	416.3152	11.56	C003459
792.6409_11.57	RP_POS	792.6409	11.57	C003460
518.4039_11.58	RP_POS	518.4039	11.58	C003461
447.3807_11.67	RP_POS	447.3807	11.67	C003462
524.9076_11.68	RP_POS	524.9076	11.68	C003463
279.6461_11.68	RP_POS	279.6461	11.68	C003464
386.7253_11.70	RP_POS	386.7253	11.7	C003465
455.2957_11.71	RP_POS	455.2957	11.71	C003466
631.4245_11.72	RP_POS	631.4245	11.72	C003467
429.7702_11.73	RP_POS	429.7702	11.73	C003468
501.3549_11.80	RP_POS	501.3549	11.8	C003469
817.0969_11.80	RP_POS	817.0969	11.8	C003470
448.3345_11.81	RP_POS	448.3345	11.81	C003471
548.4073_11.82	RP_POS	548.4073	11.82	C003472
443.1770_11.83	RP_POS	443.177	11.83	C003473
350.2233_11.84	RP_POS	350.2233	11.84	C003474
267.6465_11.86	RP_POS	267.6465	11.86	C003475
518.4930_11.86	RP_POS	518.493	11.86	C003476
573.4502_11.90	RP_POS	573.4502	11.9	C003477
619.2848_11.94	RP_POS	619.2848	11.94	C003478
430.7821_11.94	RP_POS	430.7821	11.94	C003479
817.0969_11.97	RP_POS	817.0969	11.97	C003480
418.3301_11.98	RP_POS	418.3301	11.98	C003481
579.4978_11.99	RP_POS	579.4978	11.99	C003482
540.4983_12.00	RP_POS	540.4983	12	C003483
378.2532_12.00	RP_POS	378.2532	12	C003484
435.3595_12.03	RP_POS	435.3595	12.03	C003485
522.3552_12.04	RP_POS	522.3552	12.04	C003486
466.2979_12.04	RP_POS	466.2979	12.04	C003487
501.3244_12.06	RP_POS	501.3244	12.06	C003488
721.5244_12.08	RP_POS	721.5244	12.08	C003489
708.0026_12.10	RP_POS	708.0026	12.1	C003490
245.2260_12.11	RP_POS	245.226	12.11	C003491
447.2236_12.15	RP_POS	447.2236	12.15	C003492
363.2484_12.17	RP_POS	363.2484	12.17	C003493
438.7568_12.19	RP_POS	438.7568	12.19	C003494
429.3059_12.26	RP_POS	429.3059	12.26	C003495
760.0292_12.32	RP_POS	760.0292	12.32	C003496
723.0479_12.32	RP_POS	723.0479	12.32	C003497
675.4948_12.32	RP_POS	675.4948	12.32	C003498
698.0213_12.34	RP_POS	698.0213	12.34	C003499
366.2342_12.35	RP_POS	366.2342	12.35	C003500
719.5124_12.35	RP_POS	719.5124	12.35	C003501
375.2400_12.35	RP_POS	375.24	12.35	C003502
713.0211_12.36	RP_POS	713.0211	12.36	C003503
599.4397_12.39	RP_POS	599.4397	12.39	C003504
450.7894_12.47	RP_POS	450.7894	12.47	C003505
521.5119_12.47	RP_POS	521.5119	12.47	C003506
635.4551_12.47	RP_POS	635.4551	12.47	C003507
520.5085_12.47	RP_POS	520.5085	12.47	C003508
416.7609_12.52	RP_POS	416.7609	12.52	C003509
267.6467_12.53	RP_POS	267.6467	12.53	C003510
245.2260_12.54	RP_POS	245.226	12.54	C003511
651.5336_12.55	RP_POS	651.5336	12.55	C003512
315.2797_12.56	RP_POS	315.2797	12.56	C003513
386.2695_12.57	RP_POS	386.2695	12.57	C003514
736.0289_12.60	RP_POS	736.0289	12.6	C003515
678.5622_12.60	RP_POS	678.5622	12.6	C003516
379.2427_12.61	RP_POS	379.2427	12.61	C003517
753.0510_12.61	RP_POS	753.051	12.61	C003518
727.5462_12.64	RP_POS	727.5462	12.64	C003519
618.2266_12.66	RP_POS	618.2266	12.66	C003520
608.4647_12.73	RP_POS	608.4647	12.73	C003521
630.6174_12.78	RP_POS	630.6174	12.78	C003522
702.5056_12.81	RP_POS	702.5056	12.81	C003523
378.2879_12.81	RP_POS	378.2879	12.81	C003524
389.2556_12.88	RP_POS	389.2556	12.88	C003525
366.2519_12.88	RP_POS	366.2519	12.88	C003526
736.4899_12.93	RP_POS	736.4899	12.93	C003527
395.7382_13.22	RP_POS	395.7382	13.22	C003528
418.3302_13.23	RP_POS	418.3302	13.23	C003529
715.5732_13.24	RP_POS	715.5732	13.24	C003530
752.5254_13.25	RP_POS	752.5254	13.25	C003531
437.3040_13.53	RP_POS	437.304	13.53	C003532
151.0863_13.78	RP_POS	151.0863	13.78	C003533
183.0308_13.83	RP_POS	183.0308	13.83	C003534
174.1441_13.84	RP_POS	174.1441	13.84	C003535
173.0286_13.95	RP_POS	173.0286	13.95	C003536
201.0235_14.00	RP_POS	201.0235	14	C003537
235.0922_14.02	RP_POS	235.0922	14.02	C003538
235.0923_14.10	RP_POS	235.0923	14.1	C003539
172.9522_14.26	RP_POS	172.9522	14.26	C003540
211.0963_15.11	RP_POS	211.0963	15.11	C003541
313.9091_15.17	RP_POS	313.9091	15.17	C003542
92.9839_16.21	RP_POS	92.9839	16.21	C003543
188.0115_16.76	RP_POS	188.0115	16.76	C003544
185.0126_16.80	RP_POS	185.0126	16.8	C003545
154.9814_16.84	RP_POS	154.9814	16.84	C003546
170.9969_16.80	RP_POS	170.9969	16.8	C003547
215.0025_16.75	RP_POS	215.0025	16.75	C003548
172.9924_16.74	RP_POS	172.9924	16.74	C003549
144.9974_14.75	RP_POS	144.9974	14.75	C003550
187.0080_14.59	RP_POS	187.008	14.59	C003551
172.9522_14.39	RP_POS	172.9522	14.39	C003552
426.4084_13.99	RP_POS	426.4084	13.99	C003553
150.0082_13.78	RP_POS	150.0082	13.78	C003554
119.0815_13.78	RP_POS	119.0815	13.78	C003555
191.0331_13.77	RP_POS	191.0331	13.77	C003556
429.2518_13.76	RP_POS	429.2518	13.76	C003557
380.2553_13.75	RP_POS	380.2553	13.75	C003558
165.0906_13.70	RP_POS	165.0906	13.7	C003559
377.2641_13.68	RP_POS	377.2641	13.68	C003560
726.5041_13.68	RP_POS	726.5041	13.68	C003561
388.7302_13.68	RP_POS	388.7302	13.68	C003562
371.7392_13.67	RP_POS	371.7392	13.67	C003563
358.7299_13.66	RP_POS	358.7299	13.66	C003564
428.3151_13.66	RP_POS	428.3151	13.66	C003565
427.8265_13.66	RP_POS	427.8265	13.66	C003566
362.2581_13.65	RP_POS	362.2581	13.65	C003567
383.7378_13.65	RP_POS	383.7378	13.65	C003568
539.9312_13.62	RP_POS	539.9312	13.62	C003569
375.2587_13.62	RP_POS	375.2587	13.62	C003570
738.5061_13.60	RP_POS	738.5061	13.6	C003571
704.5220_13.59	RP_POS	704.522	13.59	C003572
74.2902_13.56	RP_POS	74.2902	13.56	C003573
777.5987_13.54	RP_POS	777.5987	13.54	C003574
726.0564_13.52	RP_POS	726.0564	13.52	C003575
715.0601_13.51	RP_POS	715.0601	13.51	C003576
724.0519_13.51	RP_POS	724.0519	13.51	C003577
445.3672_13.38	RP_POS	445.3672	13.38	C003578
165.0909_13.37	RP_POS	165.0909	13.37	C003579
430.3799_13.36	RP_POS	430.3799	13.36	C003580
775.6381_13.30	RP_POS	775.6381	13.3	C003581
377.2642_13.23	RP_POS	377.2642	13.23	C003582
759.6345_13.19	RP_POS	759.6345	13.19	C003583
524.3709_13.12	RP_POS	524.3709	13.12	C003584
385.1781_13.08	RP_POS	385.1781	13.08	C003585
383.2640_13.04	RP_POS	383.264	13.04	C003586
727.5709_13.03	RP_POS	727.5709	13.03	C003587
447.3831_13.02	RP_POS	447.3831	13.02	C003588
682.5608_12.94	RP_POS	682.5608	12.94	C003589
749.5544_12.94	RP_POS	749.5544	12.94	C003590
747.0515_12.94	RP_POS	747.0515	12.94	C003591
524.3710_12.92	RP_POS	524.371	12.92	C003592
712.5434_12.89	RP_POS	712.5434	12.89	C003593
689.5578_12.88	RP_POS	689.5578	12.88	C003594
364.2562_12.87	RP_POS	364.2562	12.87	C003595
469.3649_12.83	RP_POS	469.3649	12.83	C003596
367.1942_12.78	RP_POS	367.1942	12.78	C003597
557.9433_12.78	RP_POS	557.9433	12.78	C003598
573.4488_12.77	RP_POS	573.4488	12.77	C003599
724.4872_12.76	RP_POS	724.4872	12.76	C003600
518.4927_12.73	RP_POS	518.4927	12.73	C003601
379.2614_12.72	RP_POS	379.2614	12.72	C003602
416.3646_12.71	RP_POS	416.3646	12.71	C003603
447.3831_12.69	RP_POS	447.3831	12.69	C003604
428.3642_12.64	RP_POS	428.3642	12.64	C003605
739.0366_12.64	RP_POS	739.0366	12.64	C003606
362.2674_12.62	RP_POS	362.2674	12.62	C003607
730.0189_12.61	RP_POS	730.0189	12.61	C003608
372.2526_12.61	RP_POS	372.2526	12.61	C003609
378.2802_12.61	RP_POS	378.2802	12.61	C003610
668.5065_12.60	RP_POS	668.5065	12.6	C003611
720.5374_12.60	RP_POS	720.5374	12.6	C003612
773.0369_12.60	RP_POS	773.0369	12.6	C003613
317.2682_12.55	RP_POS	317.2682	12.55	C003614
380.2690_12.54	RP_POS	380.269	12.54	C003615
520.3285_12.53	RP_POS	520.3285	12.53	C003616
381.2871_12.52	RP_POS	381.2871	12.52	C003617
573.4498_12.48	RP_POS	573.4498	12.48	C003618
758.3735_12.48	RP_POS	758.3735	12.48	C003619
817.7036_12.47	RP_POS	817.7036	12.47	C003620
636.4586_12.47	RP_POS	636.4586	12.47	C003621
437.3596_12.46	RP_POS	437.3596	12.46	C003622
429.7802_12.45	RP_POS	429.7802	12.45	C003623
431.3879_12.42	RP_POS	431.3879	12.42	C003624
714.3456_12.41	RP_POS	714.3456	12.41	C003625
492.4770_12.41	RP_POS	492.477	12.41	C003626
592.4700_12.41	RP_POS	592.47	12.41	C003627
357.2483_12.36	RP_POS	357.2483	12.36	C003628
73.3085_12.34	RP_POS	73.3085	12.34	C003629
365.2347_12.34	RP_POS	365.2347	12.34	C003630
326.3414_12.34	RP_POS	326.3414	12.34	C003631
762.0426_12.34	RP_POS	762.0426	12.34	C003632
373.2608_12.34	RP_POS	373.2608	12.34	C003633
525.9162_12.33	RP_POS	525.9162	12.33	C003634
737.0357_12.33	RP_POS	737.0357	12.33	C003635
729.0211_12.32	RP_POS	729.0211	12.32	C003636
654.4915_12.32	RP_POS	654.4915	12.32	C003637
694.5160_12.32	RP_POS	694.516	12.32	C003638
524.3703_12.32	RP_POS	524.3703	12.32	C003639
655.4979_12.32	RP_POS	655.4979	12.32	C003640
366.2538_12.31	RP_POS	366.2538	12.31	C003641
566.4538_12.30	RP_POS	566.4538	12.3	C003642
381.7412_12.25	RP_POS	381.7412	12.25	C003643
379.2621_12.23	RP_POS	379.2621	12.23	C003644
659.5118_12.22	RP_POS	659.5118	12.22	C003645
650.4746_12.21	RP_POS	650.4746	12.21	C003646
672.4565_12.17	RP_POS	672.4565	12.17	C003647
687.5426_12.17	RP_POS	687.5426	12.17	C003648
397.2720_12.15	RP_POS	397.272	12.15	C003649
340.2824_12.11	RP_POS	340.2824	12.11	C003650
599.4645_12.10	RP_POS	599.4645	12.1	C003651
369.2485_12.07	RP_POS	369.2485	12.07	C003652
163.0959_12.02	RP_POS	163.0959	12.02	C003653
366.1391_12.02	RP_POS	366.1391	12.02	C003654
525.3908_12.01	RP_POS	525.3908	12.01	C003655
746.5095_12.01	RP_POS	746.5095	12.01	C003656
762.9764_11.99	RP_POS	762.9764	11.99	C003657
593.4768_11.99	RP_POS	593.4768	11.99	C003658
597.5082_11.98	RP_POS	597.5082	11.98	C003659
579.2923_11.96	RP_POS	579.2923	11.96	C003660
633.3555_11.93	RP_POS	633.3555	11.93	C003661
659.2497_11.93	RP_POS	659.2497	11.93	C003662
641.4345_11.92	RP_POS	641.4345	11.92	C003663
571.3965_11.91	RP_POS	571.3965	11.91	C003664
595.4331_11.89	RP_POS	595.4331	11.89	C003665
505.4249_11.89	RP_POS	505.4249	11.89	C003666
366.2539_11.88	RP_POS	366.2539	11.88	C003667
350.2405_11.88	RP_POS	350.2405	11.88	C003668
449.7816_11.86	RP_POS	449.7816	11.86	C003669
361.2732_11.86	RP_POS	361.2732	11.86	C003670
358.2201_11.85	RP_POS	358.2201	11.85	C003671
455.3264_11.84	RP_POS	455.3264	11.84	C003672
613.4145_11.82	RP_POS	613.4145	11.82	C003673
706.4999_11.81	RP_POS	706.4999	11.81	C003674
379.2617_11.80	RP_POS	379.2617	11.8	C003675
750.5789_11.80	RP_POS	750.5789	11.8	C003676
410.2858_11.78	RP_POS	410.2858	11.78	C003677
606.4488_11.72	RP_POS	606.4488	11.72	C003678
535.3664_11.72	RP_POS	535.3664	11.72	C003679
