compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD001493	TAG58:6-FA16:0	NA	.
CPD001494	TAG58:6-FA18:0	NA	.
CPD001495	TAG58:6-FA18:1	NA	.
CPD001496	TAG58:6-FA20:4	NA	.
CPD001497	TAG58:6-FA22:4	NA	.
CPD001498	TAG58:6-FA22:5	NA	.
CPD001499	TAG58:7-FA16:0	NA	.
CPD001500	TAG58:7-FA18:0	NA	.
CPD001501	TAG58:7-FA18:1	NA	.
CPD001502	TAG58:7-FA18:2	NA	.
CPD001503	TAG58:7-FA20:4	NA	.
CPD001504	TAG58:7-FA22:4	NA	.
CPD001505	TAG58:7-FA22:5	NA	.
CPD001506	TAG58:7-FA22:6	NA	.
CPD001507	TAG58:8-FA18:1	NA	.
CPD001508	TAG58:8-FA18:2	NA	.
CPD001509	TAG58:8-FA20:3	NA	.
CPD001510	TAG58:8-FA20:4	NA	.
CPD001511	TAG58:8-FA22:5	NA	.
CPD001512	TAG58:8-FA22:6	NA	.
CPD001513	TAG58:9-FA18:1	NA	.
CPD001514	TAG58:9-FA18:2	NA	.
CPD001515	TAG58:9-FA20:4	NA	.
CPD001516	TAG58:9-FA22:5	NA	.
CPD001517	TAG58:9-FA22:6	NA	.
CPD001518	TAG60:10-FA22:5	NA	.
CPD001519	TAG60:10-FA22:6	NA	.
CPD001520	TAG60:11-FA22:5	NA	.
CPD001521	TAG60:11-FA22:6	NA	.
CPD001522	TAG60:12-FA22:6	NA	.
CPD000114	Total CE	NA	.
CPD000096	Total CER	NA	.
CPD000178	Total DAG	NA	.
CPD000192	Total DCER	NA	.
CPD000375	Total FFA	NA	.
CPD000452	Total HCER	NA	.
CPD000479	Total LCER	NA	.
CPD000551	Total LPC	NA	.
CPD000552	Total LPE	NA	.
CPD000851	Total PC	NA	.
CPD000852	Total PE	NA	.
CPD000853	Total PI	NA	.
CPD000999	Total SM	NA	.
CPD001542	Total TAG	NA	.
CPD000339	acesulfame	NA	36573
CPD000250	acetylcarnitine (C2)	C02571	1
CPD000891	acisoga	NA	129397
CPD001524	aconitate [cis or trans]	NA	.
CPD000929	adenine	C00147	190
CPD000930	adenosine	C00212	60961
CPD000931	adenosine 5'-monophosphate (AMP)	C00020	6083
CPD000289	adipate (C6-DC)	C06104	196
CPD000251	adipoylcarnitine (C6-DC)	NA	71296139
CPD000252	adrenoylcarnitine (C22:4)*	NA	.
CPD000004	alanine	C00041	5950
CPD000922	allantoin	C02350	204
CPD000340	alliin	C08265	87310
CPD001535	alpha-CEHC	NA	9943542
CPD001536	alpha-CEHC sulfate	NA	.
CPD000327	alpha-hydroxycaproate	NA	99824
CPD000489	alpha-hydroxyisocaproate	C03264	83697
CPD000490	alpha-hydroxyisovalerate	NA	99823
CPD000559	alpha-ketobutyrate	C00109	58
CPD000395	alpha-ketoglutaramate**	NA	.
CPD001525	alpha-ketoglutarate	C00026	51
CPD001537	alpha-tocopherol	C02477	14985
CPD000216	amoxicillin	C06827	2171
CPD000016	andro steroid monosulfate C19H28O6S (1)*	C04555	.
CPD000017	androstenediol (3alpha, 17alpha) monosulfate (2)	NA	.
CPD000018	androstenediol (3alpha, 17alpha) monosulfate (3)	NA	.
CPD000019	androstenediol (3beta,17beta) disulfate (1)	C04295	87120982
CPD000020	androstenediol (3beta,17beta) disulfate (2)	C04295	87120982
CPD000021	androstenediol (3beta,17beta) monosulfate (1)	NA	13847309
CPD000022	androstenediol (3beta,17beta) monosulfate (2)	NA	.
CPD000023	androsterone glucuronide	C11135	114833
CPD000024	androsterone sulfate	NA	159663
CPD000839	arabinose	C00216	66308
CPD000840	arabitol/xylitol	C01904	6912
CPD000841	arabonate/xylonate	NA	.
CPD000253	arachidonoylcarnitine (C20:4)	NA	.
CPD000254	arachidoylcarnitine (C20)*	NA	.
CPD001580	argininate*	NA	160437
CPD001581	arginine	C00062	232
CPD000229	aripiprazole	D01164,C12564	60795
CPD000028	ascorbate (Vitamin C)	C00072	.
CPD000005	asparagine	C00152	6267
CPD000006	aspartate	C00049	5960
CPD000290	azelate (C9-DC)	C08261	2266
CPD000255	behenoylcarnitine (C22)*	NA	.
CPD000048	benzoate	C00180	243
CPD000952	beta-alanine	C00099	239
CPD000396	beta-citrylglutamate	C20775	72715786
CPD001596	beta-cryptoxanthin	NA	6384256
CPD000491	beta-hydroxyisovalerate	NA	69362
CPD000417	betaine	C00719	247
CPD000341	betonicine	C08269	164642
CPD000436	bilirubin (E,E)*	NA	5315454
CPD000437	bilirubin (E,Z or Z,E)*	NA	5799469
CPD000435	bilirubin (Z,Z)	C00486	5280352
CPD000438	biliverdin	C00500	5353439
CPD000244	butyrylcarnitine (C4)	C02862	439829
CPD001607	caffeic acid sulfate	NA	.
CPD001608	caffeine	C07481	2519
CPD001003	campesterol	C01789	173183
CPD000553	caprate (10:0)	C01571	2969
CPD000554	caproate (6:0)	C01585	8892
CPD000555	caprylate (8:0)	C06423	379
CPD000397	carboxyethyl-GABA	NA	2572
CPD000211	carboxyibuprofen	NA	10444113
CPD000212	carboxyibuprofen glucuronide*	NA	.
CPD000056	carnitine	C00318	10917
CPD001597	carotene diol (1)	NA	.
CPD001598	carotene diol (2)	NA	.
CPD001599	carotene diol (3)	NA	.
CPD000049	catechol sulfate	NA	3083879
CPD000256	cerotoylcarnitine (C26)*	NA	.
CPD000231	cetirizine	C07778	2678
CPD000909	chenodeoxycholate	C02528	10133
CPD000910	cholate	C00695	221493
CPD001004	cholesterol	C00187	11025495
CPD000854	choline	C00114	305
CPD000857	choline phosphate	C00588	1014
CPD000219	cimetidine	NA	.
CPD000342	cinnamoylglycine	NA	709625
CPD000257	cis-4-decenoylcarnitine (C10:1)	NA	.
CPD000398	citramalate	C00815	1081
CPD001526	citrate	C00158	311
CPD001582	citrulline	C00327	9750
CPD000115	cortisol	C00735	5754
CPD000116	cortisone	C00762	222786
CPD000117	creatine	C00300	586
CPD000118	creatinine	C00791	588
CPD000193	cyclo(gly-pro)	NA	126154
CPD000194	cyclo(leu-pro)	NA	7074739
CPD000195	cyclo(pro-val)	NA	98951
CPD000409	cys-gly, oxidized	NA	333293
CPD000560	cystathionine	C02291	439258
CPD000561	cysteine	C00097	5862
CPD000562	cysteine s-sulfate	C05824	115015
CPD000563	cysteine sulfinic acid	C00606	109
CPD000410	cysteine-glutathione disulfide	NA	4247235
CPD000411	cysteinylglycine	C01419	439498
CPD000412	cysteinylglycine disulfide*	NA	.
CPD000564	cystine	C00491	67678
CPD000939	cytidine	C00475	6175
CPD000940	cytosine	C00380	597
CPD000343	daidzein sulfate (2)	NA	.
CPD000258	decanoylcarnitine (C10)	NA	10245190
CPD000025	dehydroisoandrosterone sulfate (DHEA-S)	C04555	12594
CPD001538	delta-CEHC*	NA	11536125
CPD000057	deoxycarnitine	C01181	134
CPD000967	deoxycholate	C04483	222528
CPD000259	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	NA	.
CPD000260	dihomo-linoleoylcarnitine (C20:2)*	NA	.
CPD000344	dihydroferulic acid	NA	14340
CPD000942	dihydroorotate	C00337	648
CPD001583	dimethylarginine (SDMA + ADMA)	C03626	123831
CPD000418	dimethylglycine	C01026	673
CPD000291	docosadioate (C22-DC)	C19625	244872
CPD000292	dodecanedioate (C12-DC)	C02678	12736
CPD000293	dodecenedioate (C12:1-DC)*	NA	.
CPD001565	dopamine 3-O-sulfate	C13690	122136
CPD001566	dopamine 4-sulfate	C13691	123932
CPD000104	ectoine	C06231	126041
CPD000294	eicosanodioate (C20-DC)	NA	75502
CPD000261	eicosenoylcarnitine (C20:1)*	NA	.
CPD000026	epiandrosterone sulfate	NA	9929317
CPD000345	equol glucuronide	NA	.
CPD000346	equol sulfate	NA	.
CPD000347	ergothioneine	C05570	3032311
CPD000348	erythritol	C00503	222285
CPD000010	erythronate*	NA	2781043
CPD000492	ethylmalonate	NA	11756
CPD000027	etiocholanolone glucuronide	NA	270605
CPD000349	eugenol sulfate	NA	180632
CPD000350	ferulic acid 4-sulfate	NA	6305574
CPD000217	fluconazole	D00322	3365
CPD000458	formiminoglutamate	C00439	439233
CPD000376	fructose	C00095	5984
CPD001527	fumarate	C00122	444972
CPD001539	gamma-CEHC	NA	133098
CPD001540	gamma-CEHC glucuronide*	NA	.
CPD000380	gamma-glutamyl-alpha-lysine	NA	65254
CPD000379	gamma-glutamylalanine	NA	440103
CPD000381	gamma-glutamylcitrulline*	NA	.
CPD000382	gamma-glutamylglutamate	C05282	92865
CPD000383	gamma-glutamylglutamine	C05283	150914
CPD000384	gamma-glutamylglycine	NA	165527
CPD000385	gamma-glutamylhistidine	NA	7017195
CPD000386	gamma-glutamylisoleucine*	NA	14253342
CPD000387	gamma-glutamylleucine	NA	151023
CPD000388	gamma-glutamylmethionine	NA	7009567
CPD000389	gamma-glutamylphenylalanine	NA	111299
CPD000390	gamma-glutamylthreonine	NA	76078708
CPD000391	gamma-glutamyltryptophan	NA	3989307
CPD000392	gamma-glutamyltyrosine	NA	94340
CPD000393	gamma-glutamylvaline	NA	7015683
CPD001541	gamma-tocopherol/beta-tocopherol	NA	.
CPD000351	genistein sulfate*	NA	.
CPD001567	gentisate	C00628	3469
CPD000352	gluconate	C00257	10690
CPD000430	glucose	C00031	79025
CPD000011	glucuronate	C00191	444791
CPD000599	glucuronide of C10H18O2 (1)*	NA	.
CPD000600	glucuronide of C10H18O2 (5)*	NA	.
CPD000601	glucuronide of C10H18O2 (7)*	NA	.
CPD000602	glucuronide of C10H18O2 (8)*	NA	.
CPD000603	glucuronide of C12H22O4 (1)*	NA	.
CPD000604	glucuronide of C14H26O4 (1)*	NA	.
CPD000353	glucuronide of piperine metabolite C17H21NO3 (3)*	NA	.
CPD000354	glucuronide of piperine metabolite C17H21NO3 (4)*	NA	.
CPD000355	glucuronide of piperine metabolite C17H21NO3 (5)*	NA	.
CPD000399	glutamate	C00025	611
CPD000400	glutamine	C00064	5961
CPD000295	glutarate (C5-DC)	C00489	743
CPD000545	glutarylcarnitine (C5-DC)	NA	71464488
CPD000431	glycerate	C00258	752
CPD000413	glycerol	C00116	753
CPD000414	glycerol 3-phosphate	C00093	754
CPD000855	glycerophosphoethanolamine	C01233	123874
CPD000415	glycerophosphoglycerol	C03274	439964
CPD000856	glycerophosphorylcholine (GPC)	C00670	71920
CPD000419	glycine	C00037	750
CPD000605	glycine conjugate of C10H14O2 (1)*	NA	.
CPD000911	glyco-beta-muricholate**	NA	.
CPD000912	glycochenodeoxycholate	C05466	12544
CPD000913	glycochenodeoxycholate glucuronide (1)	NA	.
CPD000914	glycochenodeoxycholate sulfate	NA	.
CPD000915	glycocholate	C01921	10140
CPD000968	glycocholenate sulfate*	NA	.
CPD000969	glycodeoxycholate	C05464	3035026
CPD000970	glycodeoxycholate sulfate	NA	.
CPD000971	glycohyocholate	NA	.
CPD000105	glycolate (hydroxyacetate)	C00160	757
CPD000972	glycolithocholate	C15557	115245
CPD000973	glycolithocholate sulfate*	C11301	72222
CPD000974	glycoursodeoxycholate	NA	12310288
CPD000050	guaiacol sulfate	NA	22473
CPD000119	guanidinoacetate	C00581	763
CPD000935	guanine	C00242	764
CPD000936	guanosine	C00387	6802
CPD000029	gulonate*	C00257	9794176
CPD000439	heme	C00032	26945
CPD000556	heptanoate (7:0)	C17714	8094
CPD000296	heptenedioate (C7:1-DC)*	NA	.
CPD000297	hexadecanedioate (C16-DC)	C19615	10459
CPD000298	hexadecenedioate (C16:1-DC)*	NA	.
CPD000262	hexanoylcarnitine (C6)	NA	6426853
CPD000243	hexanoylglutamine	NA	.
CPD000279	hexanoylglycine	NA	99463
CPD000051	hippurate	C01586	464
CPD000459	histidine	C00135	6274
CPD001584	homoarginine	C01924	9085
CPD001585	homocitrulline	C02427	65072
CPD000356	homostachydrine*	C08283	441447
CPD001568	homovanillate (HVA)	C05582	1738
CPD000460	hydantoin-5-propionic acid	C05565	782
CPD000357	hydroquinone beta-D-glucopyranoside	C06186	346
CPD000232	hydroquinone sulfate	C00530	161220
CPD000106	hydroxy-CMPF*	NA	.
CPD000007	hydroxyasparagine**	C03124	97663
CPD000975	hyocholate	C17649	92805
CPD000565	hypotaurine	C00519	107812
CPD000923	hypoxanthine	C00262	790
CPD000213	ibuprofen	D00126	3672
CPD000214	ibuprofen acyl glucuronide	NA	163959
CPD000461	imidazole lactate	C05568	440129
CPD000462	imidazole propionate	NA	70630
CPD001548	indoleacetate	C00954	802
CPD000107	indoleacetylcarnitine*	NA	.
CPD001549	indoleacetylglutamine	NA	25200879
CPD001550	indolelactate	C02043	92904
CPD001551	indolepropionate	NA	3744
CPD000924	inosine	C00294	6021
CPD000493	isobutyrylcarnitine (C4)	NA	168379
CPD000494	isobutyrylglycine	NA	10855600
CPD001528	isocitrate	C00311	1198
CPD001529	isocitric lactone	NA	98259
CPD000358	isoeugenol sulfate	NA	.
CPD000495	isoleucine	C00407	6306
CPD000196	isoleucylglycine	NA	342532
CPD000976	isoursodeoxycholate	C17662	127601
CPD000496	isovalerate (i5:0)	C08262	10430
CPD000497	isovalerylcarnitine (C5)	NA	6426851
CPD000498	isovalerylglycine	NA	546304
CPD001552	kynurenate	C01717	3845
CPD001553	kynurenine	C00328	161166
CPD000432	lactate	C00186	612
CPD000224	lamotrigine	D00354	3878
CPD000108	lanthionine	NA	98504
CPD000263	laurylcarnitine (C12)	NA	10427569
CPD000499	leucine	C00123	6106
CPD000197	leucylglycine	NA	79070
CPD000264	lignoceroylcarnitine (C24)*	NA	.
CPD000265	linolenoylcarnitine (C18:3)*	NA	.
CPD000236	linoleoyl ethanolamide	NA	5283446
CPD000266	linoleoylcarnitine (C18:2)*	NA	6450015
CPD000546	lysine	C00047	5962
CPD001530	malate	C00149	525
CPD000426	maltose	C00208	10991489
CPD000427	maltotriose	C01835	439586
CPD000377	mannitol/sorbitol	C00794	5780
CPD000378	mannose	C00159	18950
CPD000267	margaroylcarnitine (C17)*	NA	.
CPD000566	methionine	C00073	6137
CPD000567	methionine sulfone	NA	69961
CPD000568	methionine sulfoxide	C02989	158980
CPD000359	methyl glucopyranoside (alpha + beta)	NA	.
CPD000052	methyl-4-hydroxybenzoate sulfate	NA	.
CPD000500	methylsuccinate	NA	10349
CPD000268	myristoleoylcarnitine (C14:1)*	NA	90659872
CPD000269	myristoylcarnitine (C14)	NA	6426854
CPD000594	nicotinamide	C00153	936
CPD000053	o-cresol sulfate	NA	11615528
CPD000299	octadecadienedioate (C18:2-DC)*	NA	.
CPD000300	octadecanedioate (C18-DC)	NA	70095
CPD000270	octadecanedioylcarnitine (C18-DC)*	NA	.
CPD000301	octadecenedioate (C18:1-DC)*	NA	.
CPD000271	octadecenedioylcarnitine (C18:1-DC)*	NA	.
CPD000272	octanoylcarnitine (C8)	C02838	123701
CPD000241	oleoyl ethanolamide	NA	5283454
CPD000273	oleoylcarnitine (C18:1)	NA	6441392
CPD001592	ornithine	C00077	6262
CPD000943	orotate	C00295	967
CPD000030	oxalate (ethanedioate)	C00209	971
CPD001531	oxaloacetate	C00036	970
CPD000054	p-cresol sulfate	NA	4615423
CPD001571	p-cresol-glucuronide*	NA	154035
CPD000274	palmitoleoylcarnitine (C16:1)*	NA	71464547
CPD000242	palmitoyl ethanolamide	C16512	4671
CPD000275	palmitoylcarnitine (C16)	C02990	461
CPD000598	pantothenate	C00864	6613
CPD001609	paraxanthine	C13747	4687
CPD000110	perfluorooctanesulfonic acid (PFOS)	C18142	74483
CPD000111	perfluorooctanoate (PFOA)*	NA	9554
CPD001572	phenol sulfate	C02180	74426
CPD000847	phenylacetate	C07086	999
CPD000001	phenylacetylcarnitine	NA	101724840
CPD000002	phenylacetylglutamine	C04148	92258
CPD000848	phenylalanine	C00079	6140
CPD000198	phenylalanyltryptophan	NA	134906
CPD000849	phenyllactate (PLA)	C05607	3848
CPD000850	phenylpyruvate	C00166	997
CPD000597	phosphate	C00009	1061
CPD000858	phosphoethanolamine	C00346	1015
CPD000362	phytanate	C01607	26840
CPD001556	picolinate	C10164	1018
CPD000550	pipecolate	C00408	849
CPD000363	piperine	C03882	638024
CPD000233	pivaloylcarnitine (C5)	NA	126894
CPD000906	pregnenediol disulfate (C21H34O8S2)*	NA	.
CPD000907	pregnenediol sulfate (C21H34O5S)*	NA	.
CPD000908	pregnenolone sulfate	NA	105074
CPD001594	pro-hydroxy-pro	NA	11673055
CPD001593	proline	C00148	145742
CPD000199	prolylglycine	NA	6426709
CPD000200	prolylserine	NA	7408258
CPD000245	propionylcarnitine (C3)	C03017	107738
CPD000246	propionylglycine	NA	98681
CPD000055	propyl 4-hydroxybenzoate sulfate	NA	.
CPD000954	pseudouridine	C02067	15047
CPD001601	pyridoxal	C00250	1050
CPD001602	pyridoxate	C00847	6723
CPD000404	pyroglutamine*	NA	134508
CPD000578	pyroglutamylglutamine	NA	14889607
CPD000364	pyrraline	NA	122228
CPD000433	pyruvate	C00022	1060
CPD000365	quinate	C00296	6508
CPD000595	quinolinate	C03722	1066
CPD000220	ranitidine	D00422	3001055
CPD001600	retinol (Vitamin A)	C00473	445354
CPD000842	ribitol	C00474	6912
CPD000843	ribonate	C01685	5460677
CPD000844	ribulonate/xylulonate*	NA	.
CPD000366	saccharin	D01085	5143
CPD000234	salicylate	C00805	338
CPD000215	salicyluric glucuronide*	NA	.
CPD000423	sarcosine	C00213	1088
CPD000302	sebacate (C10-DC)	C08277	5192
CPD000424	serine	C00065	5951
CPD001557	serotonin	C00780	5202
CPD000368	solanidine	C06543	65727
CPD000894	spermidine	C00315	1102
CPD000982	sphingadienine	NA	6449795
CPD000983	sphinganine	C00836	3126
CPD000984	sphinganine-1-phosphate	NA	520
CPD000985	sphingosine	C00319	5353955
CPD000986	sphingosine 1-phosphate	C06124	5283560
CPD000369	stachydrine	C10172	115244
CPD000276	stearoylcarnitine (C18)	NA	6426855
CPD000303	suberate (C8-DC)	C08278	10457
CPD000277	suberoylcarnitine (C8-DC)	NA	.
CPD001532	succinate	C00042	1110
CPD001533	succinylcarnitine (C4-DC)	NA	71464481
CPD000202	sucrose	C00089	5988
CPD000370	sulfate of piperine metabolite C16H19NO3 (2)*	NA	.
CPD000371	sulfate of piperine metabolite C16H19NO3 (3)*	NA	.
CPD000112	sulfate*	C00059	1118
CPD000372	tartarate	C00898	444305
CPD000033	tartronate (hydroxymalonate)	C02287	45
CPD000576	taurine	C00245	1123
CPD000916	tauro-beta-muricholate	NA	168408
CPD000917	taurochenodeoxycholate	C05465	387316
CPD000918	taurocholate	C05122	6675
CPD000977	taurocholenate sulfate	NA	.
CPD000978	taurodeoxycholate	C05463	2733768
CPD000979	taurolithocholate 3-sulfate	C03642	440071
CPD000980	tauroursodeoxycholate	NA	9848818
CPD000304	tetradecanedioate (C14-DC)	NA	13185
CPD001610	theobromine	C07480	5429
CPD001611	theophylline	C07130	2153
CPD000113	thioproline	NA	93176
CPD000031	threonate	C01620	151152
CPD000425	threonine	C00188	6288
CPD000373	thymol sulfate	C09908	.
CPD001573	thyroxine	C01829	5819
CPD000504	tiglylcarnitine (C5:1-DC)	NA	22833596
CPD000225	topiramate	C07502	5284627
CPD001586	trans-4-hydroxyproline	C01157	5810
CPD000465	trans-urocanate	C00785	736715
CPD000230	trazadone	C07156,D08626	5533
CPD001534	tricarballylate	C19806	14925
CPD000596	trigonelline (N'-methylnicotinate)	C01004	5570
CPD000859	trimethylamine N-oxide	C01104	1145
CPD001558	tryptophan	C00078	6305
CPD001559	tryptophan betaine	C09213	442106
CPD001574	tyramine O-sulfate	NA	153005
CPD001575	tyrosine	C00082	6057
CPD000374	umbelliferone sulfate	NA	129659
CPD000557	undecanoate (11:0)	C17715	8180
CPD000955	uracil	C00106	1174
CPD000926	urate	C00366	1175
CPD001595	urea	C00086	1176
CPD000956	uridine	C00299	6029
CPD000981	ursodeoxycholate	C07880	31401
CPD000505	valine	C00183	6287
CPD000226	valproate	C07185	3121
CPD000201	valylglycine	NA	136487
CPD001576	vanillactate	NA	160637
CPD001577	vanillic alcohol sulfate	NA	.
CPD001578	vanillylmandelate (VMA)	C05584	1245
CPD000927	xanthine	C00385	1188
CPD001560	xanthurenate	C02470	5699
CPD000278	ximenoylcarnitine (C26:1)*	NA	.
CPD000845	xylose	C00181	135191
