compound_id	chemical_name	analysismode	rt	mz
C001000	7.76_371.1674	RP_POS	7.76	371.1674
C001001	8.41_149.1325	RP_POS	8.41	149.1325
C001002	9.62_345.2059	RP_POS	9.62	345.2059
C001003	7.71_350.2072	RP_POS	7.71	350.2072
C001004	1.39_319.0658	RP_POS	1.39	319.0658
C001005	7.30_219.0764	RP_POS	7.3	219.0764
C001006	8.55_427.1574	RP_POS	8.55	427.1574
C001007	2.78_252.1090	RP_POS	2.78	252.109
C001008	10.71_525.2696	RP_POS	10.71	525.2696
C001009	2.18_316.1026	RP_POS	2.18	316.1026
C001010	7.14_175.1158	RP_POS	7.14	175.1158
C001011	8.80_208.1081	RP_POS	8.8	208.1081
C001012	5.63_320.1964	RP_POS	5.63	320.1964
C001013	8.23_237.1848	RP_POS	8.23	237.1848
C001014	12.63_173.1325	RP_POS	12.63	173.1325
C001015	13.89_357.2786	RP_POS	13.89	357.2786
C001016	10.25_173.0597	RP_POS	10.25	173.0597
C001017	6.76_318.2420	RP_POS	6.76	318.242
C001018	8.80_253.1796	RP_POS	8.8	253.1796
C001019	11.11_527.2852	RP_POS	11.11	527.2852
C001020	10.88_424.0792	RP_POS	10.88	424.0792
C001021	7.78_178.0770	RP_POS	7.78	178.077
C001022	1.93_320.0974	RP_POS	1.93	320.0974
C001023	10.83_395.2402	RP_POS	10.83	395.2402
C001024	11.40_182.1540	RP_POS	11.4	182.154
C001025	4.64_208.1444	RP_POS	4.64	208.1444
C001026	7.94_332.0422	RP_POS	7.94	332.0422
C001027	10.59_504.2804	RP_POS	10.59	504.2804
C001028	11.35_411.2010	RP_POS	11.35	411.201
C001029	2.88_223.1440	RP_POS	2.88	223.144
C001030	1.04_275.1963	RP_POS	1.04	275.1963
C001031	3.55_372.1552	RP_POS	3.55	372.1552
C001032	5.33_452.1913	RP_POS	5.33	452.1913
C001033	1.49_478.1708	RP_POS	1.49	478.1708
C001034	9.09_524.0973	RP_POS	9.09	524.0973
C001035	1.30_233.1493	RP_POS	1.3	233.1493
C001036	1.39_407.1634	RP_POS	1.39	407.1634
C001037	3.05_251.1072	RP_POS	3.05	251.1072
C001038	7.78_332.2177	RP_POS	7.78	332.2177
C001039	2.80_115.0213	RP_POS	2.8	115.0213
C001040	10.74_381.3109	RP_POS	10.74	381.3109
C001041	11.97_255.0845	RP_POS	11.97	255.0845
C001042	8.69_246.2062	RP_POS	8.69	246.2062
C001043	6.98_175.1158	RP_POS	6.98	175.1158
C001044	11.87_273.2211	RP_POS	11.87	273.2211
C001045	12.12_377.1546	RP_POS	12.12	377.1546
C001046	5.24_346.2222	RP_POS	5.24	346.2222
C001047	11.35_357.1520	RP_POS	11.35	357.152
C001048	13.77_257.2262	RP_POS	13.77	257.2262
C001049	10.76_415.1949	RP_POS	10.76	415.1949
C001050	6.62_374.1959	RP_POS	6.62	374.1959
C001051	1.64_452.0856	RP_POS	1.64	452.0856
C001052	11.62_472.0563	RP_POS	11.62	472.0563
C001053	3.43_216.0689	RP_POS	3.43	216.0689
C001054	7.87_286.2374	RP_POS	7.87	286.2374
C001055	3.51_453.1618	RP_POS	3.51	453.1618
C001056	4.23_274.1646	RP_POS	4.23	274.1646
C001057	3.73_262.1647	RP_POS	3.73	262.1647
C001058	11.28_335.2326	RP_POS	11.28	335.2326
C001059	10.19_118.0777	RP_POS	10.19	118.0777
C001060	4.29_165.1023	RP_POS	4.29	165.1023
C001061	2.14_398.0686	RP_POS	2.14	398.0686
C001062	12.99_203.1794	RP_POS	12.99	203.1794
C001063	8.34_364.1302	RP_POS	8.34	364.1302
C001064	2.20_306.1658	RP_POS	2.2	306.1658
C001065	13.34_357.2786	RP_POS	13.34	357.2786
C001066	5.28_153.1387	RP_POS	5.28	153.1387
C001067	7.55_249.0967	RP_POS	7.55	249.0967
C001068	6.62_294.1698	RP_POS	6.62	294.1698
C001069	4.14_248.1321	RP_POS	4.14	248.1321
C001070	4.72_486.1970	RP_POS	4.72	486.197
C001071	4.46_318.1683	RP_POS	4.46	318.1683
C001072	10.69_173.0961	RP_POS	10.69	173.0961
C001073	5.06_165.1387	RP_POS	5.06	165.1387
C001074	3.08_162.0220	RP_POS	3.08	162.022
C001075	9.31_425.1417	RP_POS	9.31	425.1417
C001076	11.18_273.2210	RP_POS	11.18	273.221
C001077	10.71_360.1838	RP_POS	10.71	360.1838
C001078	13.04_407.2792	RP_POS	13.04	407.2792
C001079	6.11_202.0531	RP_POS	6.11	202.0531
C001080	11.70_318.2097	RP_POS	11.7	318.2097
C001081	1.87_233.1495	RP_POS	1.87	233.1495
C001082	10.86_362.1993	RP_POS	10.86	362.1993
C001083	11.87_553.2944	RP_POS	11.87	553.2944
C001084	10.64_362.1994	RP_POS	10.64	362.1994
C001085	11.65_203.1794	RP_POS	11.65	203.1794
C001086	1.72_332.1338	RP_POS	1.72	332.1338
C001087	9.46_387.2011	RP_POS	9.46	387.2011
C001088	11.95_342.2637	RP_POS	11.95	342.2637
C001089	6.74_490.2070	RP_POS	6.74	490.207
C001090	12.26_289.2160	RP_POS	12.26	289.216
C001091	3.65_356.1701	RP_POS	3.65	356.1701
C001092	3.08_251.1501	RP_POS	3.08	251.1501
C001093	4.84_344.2065	RP_POS	4.84	344.2065
C001094	7.96_448.1272	RP_POS	7.96	448.1272
C001095	5.18_387.1872	RP_POS	5.18	387.1872
C001096	10.98_157.1012	RP_POS	10.98	157.1012
C001097	10.76_543.2806	RP_POS	10.76	543.2806
C001098	7.10_338.1959	RP_POS	7.1	338.1959
C001099	12.00_318.2097	RP_POS	12	318.2097
C001100	2.86_366.1182	RP_POS	2.86	366.1182
C001101	6.87_258.2062	RP_POS	6.87	258.2062
C001102	8.53_449.2316	RP_POS	8.53	449.2316
C001103	4.84_524.1950	RP_POS	4.84	524.195
C001104	10.56_326.2324	RP_POS	10.56	326.2324
C001105	7.48_364.1301	RP_POS	7.48	364.1301
C001106	9.33_242.0786	RP_POS	9.33	242.0786
C001107	8.60_275.2045	RP_POS	8.6	275.2045
C001108	3.26_310.1759	RP_POS	3.26	310.1759
C001109	11.52_307.1150	RP_POS	11.52	307.115
C001110	8.46_429.2119	RP_POS	8.46	429.2119
C001111	4.27_244.1542	RP_POS	4.27	244.1542
C001112	4.82_242.6656	RP_POS	4.82	242.6656
C001113	5.76_332.1338	RP_POS	5.76	332.1338
C001114	2.65_264.0899	RP_POS	2.65	264.0899
C001115	11.40_250.1412	RP_POS	11.4	250.1412
C001116	4.88_361.1028	RP_POS	4.88	361.1028
C001117	3.30_242.0770	RP_POS	3.3	242.077
C001118	4.73_316.2117	RP_POS	4.73	316.2117
C001119	4.00_141.1387	RP_POS	4	141.1387
C001120	7.00_268.0814	RP_POS	7	268.0814
C001121	10.86_287.1252	RP_POS	10.86	287.1252
C001122	11.45_277.2161	RP_POS	11.45	277.2161
C001123	11.33_518.2962	RP_POS	11.33	518.2962
C001124	1.70_183.0706	RP_POS	1.7	183.0706
C001125	11.58_397.2332	RP_POS	11.58	397.2332
C001126	11.35_403.1362	RP_POS	11.35	403.1362
C001127	6.62_281.0994	RP_POS	6.62	281.0994
C001128	5.89_117.0573	RP_POS	5.89	117.0573
C001129	10.98_171.1168	RP_POS	10.98	171.1168
C001130	9.62_260.2218	RP_POS	9.62	260.2218
C001131	10.59_283.2055	RP_POS	10.59	283.2055
C001132	4.80_260.0586	RP_POS	4.8	260.0586
C001133	6.67_397.1096	RP_POS	6.67	397.1096
C001134	11.52_273.2211	RP_POS	11.52	273.2211
C001135	4.84_177.9991	RP_POS	4.84	177.9991
C001136	7.39_172.0756	RP_POS	7.39	172.0756
C001137	10.93_318.2549	RP_POS	10.93	318.2549
C001138	3.84_320.1815	RP_POS	3.84	320.1815
C001139	11.11_313.2523	RP_POS	11.11	313.2523
C001140	11.11_247.1692	RP_POS	11.11	247.1692
C001141	5.44_316.1211	RP_POS	5.44	316.1211
C001142	1.64_105.0369	RP_POS	1.64	105.0369
C001143	10.81_360.2651	RP_POS	10.81	360.2651
C001144	10.98_273.2211	RP_POS	10.98	273.2211
C001145	5.97_522.2240	RP_POS	5.97	522.224
C001146	9.16_312.2077	RP_POS	9.16	312.2077
C001147	1.83_188.1645	RP_POS	1.83	188.1645
C001148	13.36_283.2419	RP_POS	13.36	283.2419
C001149	12.99_344.1888	RP_POS	12.99	344.1888
C001150	6.33_534.1972	RP_POS	6.33	534.1972
C001151	4.27_125.0056	RP_POS	4.27	125.0056
C001152	12.85_215.1794	RP_POS	12.85	215.1794
C001153	6.26_325.1255	RP_POS	6.26	325.1255
C001154	11.65_299.2368	RP_POS	11.65	299.2368
C001155	10.64_272.1677	RP_POS	10.64	272.1677
C001156	7.76_312.2167	RP_POS	7.76	312.2167
C001157	11.11_201.1637	RP_POS	11.11	201.1637
C001158	12.36_297.2211	RP_POS	12.36	297.2211
C001159	2.80_150.5821	RP_POS	2.8	150.5821
C001160	10.32_326.2324	RP_POS	10.32	326.2324
C001161	8.57_260.1645	RP_POS	8.57	260.1645
C001162	7.55_361.1392	RP_POS	7.55	361.1392
C001163	12.46_555.3100	RP_POS	12.46	555.31
C001164	11.72_259.1903	RP_POS	11.72	259.1903
C001165	9.93_322.2010	RP_POS	9.93	322.201
C001166	11.18_319.2266	RP_POS	11.18	319.2266
C001167	1.93_315.1774	RP_POS	1.93	315.1774
C001168	6.41_444.0249	RP_POS	6.41	444.0249
C001169	2.99_270.0463	RP_POS	2.99	270.0463
C001170	10.69_350.2326	RP_POS	10.69	350.2326
C001171	10.98_292.1940	RP_POS	10.98	292.194
C001172	1.28_386.1443	RP_POS	1.28	386.1443
C001173	11.65_384.2743	RP_POS	11.65	384.2743
C001174	4.72_320.1854	RP_POS	4.72	320.1854
C001175	9.62_490.2647	RP_POS	9.62	490.2647
C001176	6.24_162.0219	RP_POS	6.24	162.0219
C001177	4.06_158.5796	RP_POS	4.06	158.5796
C001178	7.26_328.1904	RP_POS	7.26	328.1904
C001179	11.50_450.2156	RP_POS	11.5	450.2156
C001180	11.18_187.1481	RP_POS	11.18	187.1481
C001181	9.53_322.2011	RP_POS	9.53	322.2011
C001182	6.24_474.2123	RP_POS	6.24	474.2123
C001183	10.59_360.2742	RP_POS	10.59	360.2742
C001184	5.97_164.0376	RP_POS	5.97	164.0376
C001185	10.71_402.2849	RP_POS	10.71	402.2849
C001186	11.40_340.2481	RP_POS	11.4	340.2481
C001187	3.59_187.0224	RP_POS	3.59	187.0224
C001188	1.87_183.1322	RP_POS	1.87	183.1322
C001189	7.21_284.1854	RP_POS	7.21	284.1854
C001190	11.30_316.1940	RP_POS	11.3	316.194
C001191	7.00_473.2282	RP_POS	7	473.2282
C001192	7.64_431.0973	RP_POS	7.64	431.0973
C001193	7.12_577.1852	RP_POS	7.12	577.1852
C001194	4.06_131.0638	RP_POS	4.06	131.0638
C001195	8.89_231.1590	RP_POS	8.89	231.159
C001196	9.67_374.2535	RP_POS	9.67	374.2535
C001197	12.58_257.2262	RP_POS	12.58	257.2262
C001198	9.16_372.2379	RP_POS	9.16	372.2379
C001199	0.84_246.1335	RP_POS	0.84	246.1335
C001200	7.84_245.1284	RP_POS	7.84	245.1284
C001201	10.59_143.0889	RP_POS	10.59	143.0889
C001202	7.30_292.0490	RP_POS	7.3	292.049
C001203	5.69_259.0998	RP_POS	5.69	259.0998
C001204	3.82_268.0657	RP_POS	3.82	268.0657
C001205	11.03_409.1838	RP_POS	11.03	409.1838
C001206	6.01_267.0543	RP_POS	6.01	267.0543
C001207	10.59_524.3309	RP_POS	10.59	524.3309
C001208	2.84_133.0761	RP_POS	2.84	133.0761
C001209	4.14_233.1072	RP_POS	4.14	233.1072
C001210	12.29_379.2454	RP_POS	12.29	379.2454
C001211	4.49_332.9950	RP_POS	4.49	332.995
C001212	3.26_607.6055	RP_POS	3.26	607.6055
C001213	5.22_260.0508	RP_POS	5.22	260.0508
C001214	5.24_223.0576	RP_POS	5.24	223.0576
C001215	3.05_221.0420	RP_POS	3.05	221.042
C001216	11.80_269.1898	RP_POS	11.8	269.1898
C001217	4.92_257.0992	RP_POS	4.92	257.0992
C001218	1.00_330.1291	RP_POS	1	330.1291
C001219	7.34_381.0491	RP_POS	7.34	381.0491
C001220	4.90_325.0523	RP_POS	4.9	325.0523
C001221	8.87_272.2006	RP_POS	8.87	272.2006
C001222	11.55_305.2108	RP_POS	11.55	305.2108
C001223	5.09_368.1359	RP_POS	5.09	368.1359
C001224	12.85_175.1480	RP_POS	12.85	175.148
C001225	12.12_255.1954	RP_POS	12.12	255.1954
C001226	6.26_262.9958	RP_POS	6.26	262.9958
C001227	11.18_143.0856	RP_POS	11.18	143.0856
C001228	5.31_267.1338	RP_POS	5.31	267.1338
C001229	5.65_256.1905	RP_POS	5.65	256.1905
C001230	3.75_204.1231	RP_POS	3.75	204.1231
C001231	5.26_227.0889	RP_POS	5.26	227.0889
C001232	10.83_284.1278	RP_POS	10.83	284.1278
C001233	3.22_217.1295	RP_POS	3.22	217.1295
C001234	3.05_255.1338	RP_POS	3.05	255.1338
C001235	11.35_191.0551	RP_POS	11.35	191.0551
C001236	5.82_304.1653	RP_POS	5.82	304.1653
C001237	5.38_369.0814	RP_POS	5.38	369.0814
C001238	0.87_272.0874	RP_POS	0.87	272.0874
C001239	1.09_155.0563	RP_POS	1.09	155.0563
C001240	3.43_264.9751	RP_POS	3.43	264.9751
C001241	12.41_299.2367	RP_POS	12.41	299.2367
C001242	12.85_201.1637	RP_POS	12.85	201.1637
C001243	9.44_407.2023	RP_POS	9.44	407.2023
C001244	7.57_429.1250	RP_POS	7.57	429.125
C001245	2.30_214.1185	RP_POS	2.3	214.1185
C001246	1.35_308.1273	RP_POS	1.35	308.1273
C001247	2.99_308.1524	RP_POS	2.99	308.1524
C001248	12.04_421.1170	RP_POS	12.04	421.117
C001249	1.91_162.0219	RP_POS	1.91	162.0219
C001250	3.45_274.0919	RP_POS	3.45	274.0919
C001251	2.60_191.1026	RP_POS	2.6	191.1026
C001252	6.22_295.0811	RP_POS	6.22	295.0811
C001253	13.12_516.2808	RP_POS	13.12	516.2808
C001254	4.12_294.1699	RP_POS	4.12	294.1699
C001255	12.63_569.2635	RP_POS	12.63	569.2635
C001256	5.89_385.1467	RP_POS	5.89	385.1467
C001257	5.87_325.1255	RP_POS	5.87	325.1255
C001258	1.97_237.1345	RP_POS	1.97	237.1345
C001259	11.52_211.0600	RP_POS	11.52	211.06
C001260	11.40_289.2160	RP_POS	11.4	289.216
C001261	6.82_248.0892	RP_POS	6.82	248.0892
C001262	7.48_199.1440	RP_POS	7.48	199.144
C001263	1.93_167.0756	RP_POS	1.93	167.0756
C001264	3.24_202.0766	RP_POS	3.24	202.0766
C001265	3.75_272.1243	RP_POS	3.75	272.1243
C001266	10.76_141.0183	RP_POS	10.76	141.0183
C001267	6.17_115.0213	RP_POS	6.17	115.0213
C001268	5.51_145.1336	RP_POS	5.51	145.1336
C001269	10.17_229.1800	RP_POS	10.17	229.18
C001270	7.71_429.2230	RP_POS	7.71	429.223
C001271	11.80_277.2161	RP_POS	11.8	277.2161
C001272	3.90_164.0376	RP_POS	3.9	164.0376
C001273	8.50_540.3170	RP_POS	8.5	540.317
C001274	11.13_177.1638	RP_POS	11.13	177.1638
C001275	7.73_294.1698	RP_POS	7.73	294.1698
C001276	9.57_275.1386	RP_POS	9.57	275.1386
C001277	12.85_143.0856	RP_POS	12.85	143.0856
C001278	7.14_134.0964	RP_POS	7.14	134.0964
C001279	11.18_625.2168	RP_POS	11.18	625.2168
C001280	11.92_224.1362	RP_POS	11.92	224.1362
C001281	1.89_245.0287	RP_POS	1.89	245.0287
C001282	7.32_313.0705	RP_POS	7.32	313.0705
C001283	6.58_423.0897	RP_POS	6.58	423.0897
C001284	7.21_233.1259	RP_POS	7.21	233.1259
C001285	9.91_271.0971	RP_POS	9.91	271.0971
C001286	3.77_239.0392	RP_POS	3.77	239.0392
C001287	2.32_276.9689	RP_POS	2.32	276.9689
C001288	5.69_265.1545	RP_POS	5.69	265.1545
C001289	2.78_211.0756	RP_POS	2.78	211.0756
C001290	7.73_233.1149	RP_POS	7.73	233.1149
C001291	13.36_433.2584	RP_POS	13.36	433.2584
C001292	6.67_167.1179	RP_POS	6.67	167.1179
C001293	6.04_260.0803	RP_POS	6.04	260.0803
C001294	2.48_445.0911	RP_POS	2.48	445.0911
C001295	1.45_184.0717	RP_POS	1.45	184.0717
C001296	13.09_520.2947	RP_POS	13.09	520.2947
C001297	4.80_278.1861	RP_POS	4.8	278.1861
C001298	6.04_206.0558	RP_POS	6.04	206.0558
C001299	3.59_244.0075	RP_POS	3.59	244.0075
C001300	3.98_175.1077	RP_POS	3.98	175.1077
C001301	8.46_126.0995	RP_POS	8.46	126.0995
C001302	7.18_181.0971	RP_POS	7.18	181.0971
C001303	5.95_252.0542	RP_POS	5.95	252.0542
C001304	4.98_222.1488	RP_POS	4.98	222.1488
C001305	11.03_562.2529	RP_POS	11.03	562.2529
C001306	9.21_425.1781	RP_POS	9.21	425.1781
C001307	5.91_386.1080	RP_POS	5.91	386.108
C001308	11.80_475.1852	RP_POS	11.8	475.1852
C001309	8.23_329.1380	RP_POS	8.23	329.138
C001310	6.49_209.1284	RP_POS	6.49	209.1284
C001311	12.85_187.1481	RP_POS	12.85	187.1481
C001312	3.12_658.2066	RP_POS	3.12	658.2066
C001313	11.85_301.1322	RP_POS	11.85	301.1322
C001314	0.95_305.0236	RP_POS	0.95	305.0236
C001315	4.86_441.0341	RP_POS	4.86	441.0341
C001316	13.12_275.6560	RP_POS	13.12	275.656
C001317	4.66_314.2323	RP_POS	4.66	314.2323
C001318	5.09_226.1073	RP_POS	5.09	226.1073
C001319	4.46_174.0914	RP_POS	4.46	174.0914
C001320	4.29_421.0243	RP_POS	4.29	421.0243
C001321	2.69_270.0398	RP_POS	2.69	270.0398
C001322	8.93_278.1901	RP_POS	8.93	278.1901
C001323	12.63_527.2965	RP_POS	12.63	527.2965
C001324	4.33_188.1838	RP_POS	4.33	188.1838
C001325	0.63_235.0213	RP_POS	0.63	235.0213
C001326	5.82_108.0570	RP_POS	5.82	108.057
C001327	7.28_228.1230	RP_POS	7.28	228.123
C001328	3.45_542.2487	RP_POS	3.45	542.2487
C001329	3.55_159.1492	RP_POS	3.55	159.1492
C001330	10.37_349.1790	RP_POS	10.37	349.179
C001331	6.78_153.1023	RP_POS	6.78	153.1023
C001332	2.04_266.0613	RP_POS	2.04	266.0613
C001333	8.39_249.1484	RP_POS	8.39	249.1484
C001334	11.50_229.1799	RP_POS	11.5	229.1799
C001335	1.37_269.1342	RP_POS	1.37	269.1342
C001336	6.39_221.1364	RP_POS	6.39	221.1364
C001337	0.96_111.0747	RP_POS	0.96	111.0747
C001338	1.26_213.1233	RP_POS	1.26	213.1233
C001339	11.20_239.0701	RP_POS	11.2	239.0701
C001340	1.83_305.0437	RP_POS	1.83	305.0437
C001341	11.38_316.1576	RP_POS	11.38	316.1576
C001342	0.46_146.1652	RP_POS	0.46	146.1652
C001343	5.89_185.0672	RP_POS	5.89	185.0672
C001344	10.37_325.1983	RP_POS	10.37	325.1983
C001345	1.33_228.0841	RP_POS	1.33	228.0841
C001346	9.40_353.1591	RP_POS	9.4	353.1591
C001347	11.60_329.1591	RP_POS	11.6	329.1591
C001348	3.57_255.1449	RP_POS	3.57	255.1449
C001349	13.36_175.1482	RP_POS	13.36	175.1482
C001350	10.98_409.2694	RP_POS	10.98	409.2694
C001351	10.47_431.1814	RP_POS	10.47	431.1814
C001352	3.73_239.0484	RP_POS	3.73	239.0484
C001353	7.55_247.1539	RP_POS	7.55	247.1539
C001354	13.09_443.2252	RP_POS	13.09	443.2252
C001355	10.76_182.1176	RP_POS	10.76	182.1176
C001356	6.49_318.1372	RP_POS	6.49	318.1372
C001357	8.41_202.1437	RP_POS	8.41	202.1437
C001358	6.09_404.2179	RP_POS	6.09	404.2179
C001359	7.43_236.0916	RP_POS	7.43	236.0916
C001360	4.62_230.0480	RP_POS	4.62	230.048
C001361	13.31_417.2610	RP_POS	13.31	417.261
C001362	4.06_110.0965	RP_POS	4.06	110.0965
C001363	13.12_309.2574	RP_POS	13.12	309.2574
C001364	11.72_313.2372	RP_POS	11.72	313.2372
C001365	7.94_252.0855	RP_POS	7.94	252.0855
C001366	1.70_429.1186	RP_POS	1.7	429.1186
C001367	11.72_245.1747	RP_POS	11.72	245.1747
C001368	3.84_304.1502	RP_POS	3.84	304.1502
C001369	4.60_310.1395	RP_POS	4.6	310.1395
C001370	5.95_264.1263	RP_POS	5.95	264.1263
C001371	8.96_155.0491	RP_POS	8.96	155.0491
C001372	2.06_387.1159	RP_POS	2.06	387.1159
C001373	10.54_413.1781	RP_POS	10.54	413.1781
C001374	3.35_221.0477	RP_POS	3.35	221.0477
C001375	8.85_231.1167	RP_POS	8.85	231.1167
C001376	4.21_228.1342	RP_POS	4.21	228.1342
C001377	11.20_297.1307	RP_POS	11.2	297.1307
C001378	4.43_368.1457	RP_POS	4.43	368.1457
C001379	1.33_161.1114	RP_POS	1.33	161.1114
C001380	3.10_341.0833	RP_POS	3.1	341.0833
C001381	5.95_178.0321	RP_POS	5.95	178.0321
C001382	8.25_258.1335	RP_POS	8.25	258.1335
C001383	2.69_248.1028	RP_POS	2.69	248.1028
C001384	4.86_223.0575	RP_POS	4.86	223.0575
C001385	2.97_285.1357	RP_POS	2.97	285.1357
C001386	9.26_251.1640	RP_POS	9.26	251.164
C001387	6.67_221.0420	RP_POS	6.67	221.042
C001388	11.67_247.1692	RP_POS	11.67	247.1692
C001389	7.41_327.1588	RP_POS	7.41	327.1588
C001390	5.26_294.1353	RP_POS	5.26	294.1353
C001391	3.12_127.5516	RP_POS	3.12	127.5516
C001392	12.04_187.1481	RP_POS	12.04	187.1481
C001393	12.21_534.3275	RP_POS	12.21	534.3275
C001394	9.74_237.1847	RP_POS	9.74	237.1847
C001395	6.04_164.0528	RP_POS	6.04	164.0528
C001396	4.27_281.1858	RP_POS	4.27	281.1858
C001397	7.05_268.1090	RP_POS	7.05	268.109
C001398	3.14_117.0481	RP_POS	3.14	117.0481
C001399	2.78_247.1287	RP_POS	2.78	247.1287
C001400	4.06_224.0977	RP_POS	4.06	224.0977
C001401	5.89_490.2072	RP_POS	5.89	490.2072
C001402	10.56_346.2586	RP_POS	10.56	346.2586
C001403	4.35_376.1712	RP_POS	4.35	376.1712
C001404	9.44_363.1436	RP_POS	9.44	363.1436
C001405	12.85_199.1481	RP_POS	12.85	199.1481
C001406	6.69_284.1642	RP_POS	6.69	284.1642
C001407	11.18_253.1949	RP_POS	11.18	253.1949
C001408	12.12_318.1733	RP_POS	12.12	318.1733
C001409	6.91_384.1439	RP_POS	6.91	384.1439
C001410	11.11_205.1587	RP_POS	11.11	205.1587
C001411	11.03_305.2109	RP_POS	11.03	305.2109
C001412	9.84_336.2166	RP_POS	9.84	336.2166
C001413	8.93_363.0682	RP_POS	8.93	363.0682
C001414	5.20_231.1129	RP_POS	5.2	231.1129
C001415	1.95_219.0661	RP_POS	1.95	219.0661
C001416	3.67_284.0077	RP_POS	3.67	284.0077
C001417	3.75_211.0576	RP_POS	3.75	211.0576
C001418	1.47_308.1967	RP_POS	1.47	308.1967
C001419	3.61_337.0528	RP_POS	3.61	337.0528
C001420	11.58_527.2853	RP_POS	11.58	527.2853
C001421	9.21_173.1325	RP_POS	9.21	173.1325
C001422	3.90_281.1066	RP_POS	3.9	281.1066
C001423	1.78_154.0840	RP_POS	1.78	154.084
C001424	3.59_209.5896	RP_POS	3.59	209.5896
C001425	4.98_233.1131	RP_POS	4.98	233.1131
C001426	1.95_231.0975	RP_POS	1.95	231.0975
C001427	1.66_224.0952	RP_POS	1.66	224.0952
C001428	1.22_224.0952	RP_POS	1.22	224.0952
C001429	8.18_253.0156	RP_POS	8.18	253.0156
C001430	8.36_193.1588	RP_POS	8.36	193.1588
C001431	4.29_191.1179	RP_POS	4.29	191.1179
C001432	11.82_295.2267	RP_POS	11.82	295.2267
C001433	3.51_495.1432	RP_POS	3.51	495.1432
C001434	10.25_189.0910	RP_POS	10.25	189.091
C001435	11.50_355.2629	RP_POS	11.5	355.2629
C001436	8.06_223.1326	RP_POS	8.06	223.1326
C001437	3.49_169.0629	RP_POS	3.49	169.0629
C001438	11.72_231.1591	RP_POS	11.72	231.1591
C001439	8.50_189.0653	RP_POS	8.5	189.0653
C001440	4.16_230.1022	RP_POS	4.16	230.1022
C001441	5.42_192.0563	RP_POS	5.42	192.0563
C001442	2.71_355.0626	RP_POS	2.71	355.0626
C001443	7.37_137.1325	RP_POS	7.37	137.1325
C001444	4.62_355.0658	RP_POS	4.62	355.0658
C001445	8.50_370.2223	RP_POS	8.5	370.2223
C001446	3.45_231.0288	RP_POS	3.45	231.0288
C001447	7.18_288.1117	RP_POS	7.18	288.1117
C001448	9.33_257.1382	RP_POS	9.33	257.1382
C001449	10.81_383.1675	RP_POS	10.81	383.1675
C001450	5.42_280.0613	RP_POS	5.42	280.0613
C001451	4.78_158.0892	RP_POS	4.78	158.0892
C001452	11.50_373.2736	RP_POS	11.5	373.2736
C001453	5.91_161.0709	RP_POS	5.91	161.0709
C001454	1.18_191.0485	RP_POS	1.18	191.0485
C001455	9.38_180.0797	RP_POS	9.38	180.0797
C001456	1.89_196.0717	RP_POS	1.89	196.0717
C001457	2.86_302.1346	RP_POS	2.86	302.1346
C001458	1.47_254.0769	RP_POS	1.47	254.0769
C001459	2.00_263.1098	RP_POS	2	263.1098
C001460	12.63_215.1794	RP_POS	12.63	215.1794
C001461	5.85_327.0862	RP_POS	5.85	327.0862
C001462	2.52_152.0649	RP_POS	2.52	152.0649
C001463	6.51_254.0935	RP_POS	6.51	254.0935
C001464	10.49_338.2323	RP_POS	10.49	338.2323
C001465	5.44_371.0948	RP_POS	5.44	371.0948
C001466	13.63_454.2927	RP_POS	13.63	454.2927
C001467	1.00_93.0448	RP_POS	1	93.0448
C001468	3.22_137.0233	RP_POS	3.22	137.0233
C001469	8.32_306.1698	RP_POS	8.32	306.1698
C001470	2.99_227.1389	RP_POS	2.99	227.1389
C001471	1.00_527.1584	RP_POS	1	527.1584
C001472	0.86_348.1400	RP_POS	0.86	348.14
C001473	12.85_433.2492	RP_POS	12.85	433.2492
C001474	5.26_216.1230	RP_POS	5.26	216.123
C001475	1.16_273.1554	RP_POS	1.16	273.1554
C001476	2.30_220.0638	RP_POS	2.3	220.0638
C001477	6.51_303.1411	RP_POS	6.51	303.1411
C001478	4.10_251.1389	RP_POS	4.1	251.1389
C001479	7.52_387.1261	RP_POS	7.52	387.1261
C001480	2.80_212.0529	RP_POS	2.8	212.0529
C001481	11.40_297.0731	RP_POS	11.4	297.0731
C001482	11.40_186.1489	RP_POS	11.4	186.1489
C001483	12.26_213.1638	RP_POS	12.26	213.1638
C001484	0.79_288.1301	RP_POS	0.79	288.1301
C001485	1.08_315.1773	RP_POS	1.08	315.1773
C001486	8.64_297.1444	RP_POS	8.64	297.1444
C001487	3.08_202.1437	RP_POS	3.08	202.1437
C001488	2.58_450.1661	RP_POS	2.58	450.1661
C001489	7.43_493.1820	RP_POS	7.43	493.182
C001490	4.58_237.0731	RP_POS	4.58	237.0731
C001491	6.35_407.2209	RP_POS	6.35	407.2209
C001492	3.69_153.0407	RP_POS	3.69	153.0407
C001493	11.06_333.2057	RP_POS	11.06	333.2057
C001494	3.96_307.1650	RP_POS	3.96	307.165
C001495	2.97_401.0390	RP_POS	2.97	401.039
C001496	2.76_489.8944	RP_POS	2.76	489.8944
C001497	4.00_259.0744	RP_POS	4	259.0744
C001498	9.33_179.1430	RP_POS	9.33	179.143
C001499	5.09_370.1143	RP_POS	5.09	370.1143
C001500	4.88_239.0888	RP_POS	4.88	239.0888
