compound_id	chemical_name	analysismode	rt	mz
C002002	5.36_180.1100	RP_POS	5.36	180.11
C002003	6.15_170.1175	RP_POS	6.15	170.1175
C002004	11.43_275.1252	RP_POS	11.43	275.1252
C002005	8.64_225.1484	RP_POS	8.64	225.1484
C002006	0.75_329.0470	RP_POS	0.75	329.047
C002007	0.98_87.0998	RP_POS	0.98	87.0998
C002008	0.71_117.1103	RP_POS	0.71	117.1103
C002009	4.39_170.0504	RP_POS	4.39	170.0504
C002010	4.00_208.0605	RP_POS	4	208.0605
C002011	0.79_198.0566	RP_POS	0.79	198.0566
C002012	8.29_299.1600	RP_POS	8.29	299.16
C002013	12.14_457.2043	RP_POS	12.14	457.2043
C002014	12.63_199.1481	RP_POS	12.63	199.1481
C002015	10.74_473.1695	RP_POS	10.74	473.1695
C002016	0.95_132.1132	RP_POS	0.95	132.1132
C002017	10.66_291.1201	RP_POS	10.66	291.1201
C002018	1.06_158.0448	RP_POS	1.06	158.0448
C002019	1.56_469.1057	RP_POS	1.56	469.1057
C002020	0.86_256.0926	RP_POS	0.86	256.0926
C002021	0.95_258.1084	RP_POS	0.95	258.1084
C002022	1.01_167.0373	RP_POS	1.01	167.0373
C002023	3.49_297.1079	RP_POS	3.49	297.1079
C002024	10.76_199.1694	RP_POS	10.76	199.1694
C002025	10.59_565.2620	RP_POS	10.59	565.262
C002026	3.65_235.1287	RP_POS	3.65	235.1287
C002027	11.18_525.2696	RP_POS	11.18	525.2696
C002028	0.71_172.1080	RP_POS	0.71	172.108
C002029	8.25_274.1183	RP_POS	8.25	274.1183
C002030	0.75_88.0869	RP_POS	0.75	88.0869
C002031	7.87_227.0913	RP_POS	7.87	227.0913
C002032	3.20_255.1643	RP_POS	3.2	255.1643
C002033	10.00_295.1877	RP_POS	10	295.1877
C002034	8.11_161.0596	RP_POS	8.11	161.0596
C002035	11.80_181.1586	RP_POS	11.8	181.1586
C002036	0.71_427.0951	RP_POS	0.71	427.0951
C002037	0.70_377.1124	RP_POS	0.7	377.1124
C002038	5.67_165.0659	RP_POS	5.67	165.0659
C002039	13.24_297.1695	RP_POS	13.24	297.1695
C002040	10.49_356.2429	RP_POS	10.49	356.2429
C002041	0.56_224.9526	RP_POS	0.56	224.9526
C002042	0.51_159.0502	RP_POS	0.51	159.0502
C002043	11.75_258.0736	RP_POS	11.75	258.0736
C002044	10.98_339.1776	RP_POS	10.98	339.1776
C002045	4.16_194.0924	RP_POS	4.16	194.0924
C002046	3.08_182.0529	RP_POS	3.08	182.0529
C002047	8.46_205.1058	RP_POS	8.46	205.1058
C002048	5.00_254.1021	RP_POS	5	254.1021
C002049	1.47_145.0972	RP_POS	1.47	145.0972
C002050	1.56_204.1342	RP_POS	1.56	204.1342
C002051	10.98_429.2272	RP_POS	10.98	429.2272
C002052	11.13_353.1933	RP_POS	11.13	353.1933
C002053	11.45_227.1641	RP_POS	11.45	227.1641
C002054	6.96_213.0756	RP_POS	6.96	213.0756
C002055	1.00_167.0451	RP_POS	1	167.0451
C002056	0.63_119.0645	RP_POS	0.63	119.0645
C002057	0.73_379.0844	RP_POS	0.73	379.0844
C002058	1.35_270.0449	RP_POS	1.35	270.0449
C002059	0.71_247.1399	RP_POS	0.71	247.1399
C002060	1.30_136.0370	RP_POS	1.3	136.037
C002061	5.97_180.5470	RP_POS	5.97	180.547
C002062	11.35_323.1964	RP_POS	11.35	323.1964
C002063	6.54_295.1148	RP_POS	6.54	295.1148
C002064	3.92_295.9850	RP_POS	3.92	295.985
C002065	0.98_270.1275	RP_POS	0.98	270.1275
C002066	10.98_213.1637	RP_POS	10.98	213.1637
C002067	1.33_111.0077	RP_POS	1.33	111.0077
C002068	11.67_369.1519	RP_POS	11.67	369.1519
C002069	1.47_113.1074	RP_POS	1.47	113.1074
C002070	5.87_139.0581	RP_POS	5.87	139.0581
C002071	4.16_260.0395	RP_POS	4.16	260.0395
C002072	10.69_316.2483	RP_POS	10.69	316.2483
C002073	0.52_163.1077	RP_POS	0.52	163.1077
C002074	1.56_230.1579	RP_POS	1.56	230.1579
C002075	0.60_184.0733	RP_POS	0.6	184.0733
C002076	3.30_227.0392	RP_POS	3.3	227.0392
C002077	0.62_258.1100	RP_POS	0.62	258.11
C002078	7.73_213.1597	RP_POS	7.73	213.1597
C002079	2.76_286.1283	RP_POS	2.76	286.1283
C002080	4.54_209.1168	RP_POS	4.54	209.1168
C002081	3.82_176.0468	RP_POS	3.82	176.0468
C002082	10.96_287.2003	RP_POS	10.96	287.2003
C002083	2.88_375.1145	RP_POS	2.88	375.1145
C002084	0.65_231.1450	RP_POS	0.65	231.145
C002085	11.01_237.1848	RP_POS	11.01	237.1848
C002086	1.64_191.0171	RP_POS	1.64	191.0171
C002087	4.16_133.0522	RP_POS	4.16	133.0522
C002088	6.43_173.1072	RP_POS	6.43	173.1072
C002089	11.18_563.2464	RP_POS	11.18	563.2464
C002090	8.87_145.1012	RP_POS	8.87	145.1012
C002091	10.93_316.2483	RP_POS	10.93	316.2483
C002092	0.98_179.0451	RP_POS	0.98	179.0451
C002093	11.18_565.2621	RP_POS	11.18	565.2621
C002094	6.43_118.0651	RP_POS	6.43	118.0651
C002095	10.47_231.1167	RP_POS	10.47	231.1167
C002096	12.70_377.2295	RP_POS	12.7	377.2295
C002097	1.68_209.0921	RP_POS	1.68	209.0921
C002098	13.36_147.1169	RP_POS	13.36	147.1169
C002099	5.74_147.0553	RP_POS	5.74	147.0553
C002100	6.31_241.1044	RP_POS	6.31	241.1044
C002101	3.53_259.0923	RP_POS	3.53	259.0923
C002102	4.25_295.9850	RP_POS	4.25	295.985
C002103	0.71_203.1025	RP_POS	0.71	203.1025
C002104	7.89_255.1200	RP_POS	7.89	255.12
C002105	1.18_248.1127	RP_POS	1.18	248.1127
C002106	3.82_253.0183	RP_POS	3.82	253.0183
C002107	2.91_200.1029	RP_POS	2.91	200.1029
C002108	11.13_305.1722	RP_POS	11.13	305.1722
C002109	1.06_143.0897	RP_POS	1.06	143.0897
C002110	0.71_172.0828	RP_POS	0.71	172.0828
C002111	0.98_191.0451	RP_POS	0.98	191.0451
C002112	0.67_259.0534	RP_POS	0.67	259.0534
C002113	0.70_191.1026	RP_POS	0.7	191.1026
C002114	3.35_167.0895	RP_POS	3.35	167.0895
C002115	11.03_331.2265	RP_POS	11.03	331.2265
C002116	7.99_370.2223	RP_POS	7.99	370.2223
C002117	0.60_128.0177	RP_POS	0.6	128.0177
C002118	2.10_154.0975	RP_POS	2.1	154.0975
C002119	5.80_173.1172	RP_POS	5.8	173.1172
C002120	0.71_161.0921	RP_POS	0.71	161.0921
C002121	9.38_385.2193	RP_POS	9.38	385.2193
C002122	8.91_95.0128	RP_POS	8.91	95.0128
C002123	3.53_136.1121	RP_POS	3.53	136.1121
C002124	0.95_218.1579	RP_POS	0.95	218.1579
C002125	11.95_363.1777	RP_POS	11.95	363.1777
C002126	10.66_189.1274	RP_POS	10.66	189.1274
C002127	12.12_173.0445	RP_POS	12.12	173.0445
C002128	10.81_215.1641	RP_POS	10.81	215.1641
C002129	2.80_126.1026	RP_POS	2.8	126.1026
C002130	3.67_136.0618	RP_POS	3.67	136.0618
C002131	9.46_241.1433	RP_POS	9.46	241.1433
C002132	13.36_257.2262	RP_POS	13.36	257.2262
C002133	0.95_155.0427	RP_POS	0.95	155.0427
C002134	0.62_268.1025	RP_POS	0.62	268.1025
C002135	1.56_229.1546	RP_POS	1.56	229.1546
C002136	1.04_188.0229	RP_POS	1.04	188.0229
C002137	12.63_489.2458	RP_POS	12.63	489.2458
C002138	0.63_138.0743	RP_POS	0.63	138.0743
C002139	8.96_291.1200	RP_POS	8.96	291.12
C002140	4.96_354.1545	RP_POS	4.96	354.1545
C002141	0.62_186.0543	RP_POS	0.62	186.0543
C002142	10.93_304.1575	RP_POS	10.93	304.1575
C002143	0.65_114.0739	RP_POS	0.65	114.0739
C002144	1.01_94.0414	RP_POS	1.01	94.0414
C002145	3.30_144.0808	RP_POS	3.3	144.0808
C002146	1.66_171.0265	RP_POS	1.66	171.0265
C002147	3.43_153.1023	RP_POS	3.43	153.1023
C002148	11.82_207.1377	RP_POS	11.82	207.1377
C002149	5.38_244.0445	RP_POS	5.38	244.0445
C002150	0.68_133.0800	RP_POS	0.68	133.08
C002151	9.44_283.1530	RP_POS	9.44	283.153
C002152	9.64_98.9843	RP_POS	9.64	98.9843
C002153	1.30_274.0345	RP_POS	1.3	274.0345
C002154	0.60_189.1790	RP_POS	0.6	189.179
C002155	1.53_287.0350	RP_POS	1.53	287.035
C002156	6.85_58.0650	RP_POS	6.85	58.065
C002157	12.85_163.1481	RP_POS	12.85	163.1481
C002158	12.78_150.0269	RP_POS	12.78	150.0269
C002159	1.24_247.0923	RP_POS	1.24	247.0923
C002160	3.90_199.1441	RP_POS	3.9	199.1441
C002161	2.78_209.0897	RP_POS	2.78	209.0897
C002162	1.06_131.0816	RP_POS	1.06	131.0816
C002163	7.43_285.1304	RP_POS	7.43	285.1304
C002164	8.01_323.1464	RP_POS	8.01	323.1464
C002165	3.35_165.0660	RP_POS	3.35	165.066
C002166	2.23_153.1023	RP_POS	2.23	153.1023
C002167	3.84_136.0618	RP_POS	3.84	136.0618
C002168	10.69_179.1430	RP_POS	10.69	179.143
C002169	0.68_215.0637	RP_POS	0.68	215.0637
C002170	0.51_133.0458	RP_POS	0.51	133.0458
C002171	7.00_181.1335	RP_POS	7	181.1335
C002172	2.82_179.0791	RP_POS	2.82	179.0791
C002173	5.36_311.0084	RP_POS	5.36	311.0084
C002174	1.18_163.0866	RP_POS	1.18	163.0866
C002175	5.06_174.1237	RP_POS	5.06	174.1237
C002176	0.52_159.1492	RP_POS	0.52	159.1492
C002177	11.18_251.1641	RP_POS	11.18	251.1641
C002178	12.51_250.1184	RP_POS	12.51	250.1184
C002179	1.87_190.1074	RP_POS	1.87	190.1074
C002180	1.33_239.0027	RP_POS	1.33	239.0027
C002181	4.98_137.0574	RP_POS	4.98	137.0574
C002182	4.43_326.1383	RP_POS	4.43	326.1383
C002183	6.74_182.1288	RP_POS	6.74	182.1288
C002184	2.32_171.1128	RP_POS	2.32	171.1128
C002185	1.15_185.0305	RP_POS	1.15	185.0305
C002186	10.28_304.1550	RP_POS	10.28	304.155
C002187	10.71_304.1575	RP_POS	10.71	304.1575
C002188	3.16_171.0650	RP_POS	3.16	171.065
C002189	9.42_168.1019	RP_POS	9.42	168.1019
C002190	9.06_221.1168	RP_POS	9.06	221.1168
C002191	11.01_147.1169	RP_POS	11.01	147.1169
C002192	2.30_196.0968	RP_POS	2.3	196.0968
C002193	1.09_224.1029	RP_POS	1.09	224.1029
C002194	12.80_267.1953	RP_POS	12.8	267.1953
C002195	11.60_311.1826	RP_POS	11.6	311.1826
C002196	2.50_184.0282	RP_POS	2.5	184.0282
C002197	1.01_157.0972	RP_POS	1.01	157.0972
C002198	10.61_297.1671	RP_POS	10.61	297.1671
C002199	10.10_147.1168	RP_POS	10.1	147.1168
C002200	1.87_126.1026	RP_POS	1.87	126.1026
C002201	3.51_168.1019	RP_POS	3.51	168.1019
C002202	0.65_160.0968	RP_POS	0.65	160.0968
C002203	6.62_95.0128	RP_POS	6.62	95.0128
C002204	8.06_185.1171	RP_POS	8.06	185.1171
C002205	4.25_252.0178	RP_POS	4.25	252.0178
C002206	5.74_181.1223	RP_POS	5.74	181.1223
C002207	10.32_114.1277	RP_POS	10.32	114.1277
C002208	0.93_136.0618	RP_POS	0.93	136.0618
C002209	1.11_195.1128	RP_POS	1.11	195.1128
C002210	1.68_146.0448	RP_POS	1.68	146.0448
C002211	12.85_149.1325	RP_POS	12.85	149.1325
C002212	1.03_112.0506	RP_POS	1.03	112.0506
C002213	5.44_185.0808	RP_POS	5.44	185.0808
C002214	13.09_227.2005	RP_POS	13.09	227.2005
C002215	0.71_116.0819	RP_POS	0.71	116.0819
C002216	2.27_200.1029	RP_POS	2.27	200.1029
C002217	1.78_286.1396	RP_POS	1.78	286.1396
C002218	2.54_95.0128	RP_POS	2.54	95.0128
C002219	1.03_126.1026	RP_POS	1.03	126.1026
C002220	0.79_116.0342	RP_POS	0.79	116.0342
C002221	0.77_192.0325	RP_POS	0.77	192.0325
C002222	14.09_205.1951	RP_POS	14.09	205.1951
C002223	1.81_202.9863	RP_POS	1.81	202.9863
C002224	2.25_168.1131	RP_POS	2.25	168.1131
C002225	3.69_200.0917	RP_POS	3.69	200.0917
C002226	4.08_149.0598	RP_POS	4.08	149.0598
C002227	10.91_207.1378	RP_POS	10.91	207.1378
C002228	0.52_133.0972	RP_POS	0.52	133.0972
C002229	5.67_289.0005	RP_POS	5.67	289.0005
C002230	4.29_176.0917	RP_POS	4.29	176.0917
C002231	13.46_311.1527	RP_POS	13.46	311.1527
C002232	0.71_121.0805	RP_POS	0.71	121.0805
C002233	11.82_187.1329	RP_POS	11.82	187.1329
C002234	11.38_274.1834	RP_POS	11.38	274.1834
C002235	3.18_139.0366	RP_POS	3.18	139.0366
C002236	0.51_145.0172	RP_POS	0.51	145.0172
C002237	10.61_209.1536	RP_POS	10.61	209.1536
C002238	11.60_181.1586	RP_POS	11.6	181.1586
C002239	13.26_370.2045	RP_POS	13.26	370.2045
C002240	1.62_217.1182	RP_POS	1.62	217.1182
C002241	13.36_137.1325	RP_POS	13.36	137.1325
C002242	7.12_208.0967	RP_POS	7.12	208.0967
C002243	10.51_319.1520	RP_POS	10.51	319.152
C002244	1.35_279.1311	RP_POS	1.35	279.1311
C002245	12.85_133.1012	RP_POS	12.85	133.1012
C002246	2.69_216.0685	RP_POS	2.69	216.0685
C002247	12.04_161.1325	RP_POS	12.04	161.1325
C002248	13.38_161.1325	RP_POS	13.38	161.1325
C002249	10.51_207.0995	RP_POS	10.51	207.0995
C002250	11.25_319.1877	RP_POS	11.25	319.1877
C002251	11.13_299.1165	RP_POS	11.13	299.1165
C002252	1.24_124.0587	RP_POS	1.24	124.0587
C002253	6.01_199.0963	RP_POS	6.01	199.0963
C002254	5.80_159.0700	RP_POS	5.8	159.07
C002255	12.39_215.6311	RP_POS	12.39	215.6311
C002256	4.78_174.0549	RP_POS	4.78	174.0549
C002257	9.00_274.0605	RP_POS	9	274.0605
C002258	2.97_286.1436	RP_POS	2.97	286.1436
C002259	4.98_198.1125	RP_POS	4.98	198.1125
C002260	4.43_159.0917	RP_POS	4.43	159.0917
C002261	5.13_95.0128	RP_POS	5.13	95.0128
C002262	0.91_141.1023	RP_POS	0.91	141.1023
C002263	3.94_114.1278	RP_POS	3.94	114.1278
C002264	2.60_153.1017	RP_POS	2.6	153.1017
C002265	4.66_215.0226	RP_POS	4.66	215.0226
C002266	12.87_204.0867	RP_POS	12.87	204.0867
C002267	11.13_137.1325	RP_POS	11.13	137.1325
C002268	3.36_95.0128	RP_POS	3.36	95.0128
C002269	1.28_139.0583	RP_POS	1.28	139.0583
C002270	13.67_149.1325	RP_POS	13.67	149.1325
C002271	13.70_191.1794	RP_POS	13.7	191.1794
C002272	5.57_167.0815	RP_POS	5.57	167.0815
C002273	11.33_175.1117	RP_POS	11.33	175.1117
C002274	2.84_152.0320	RP_POS	2.84	152.032
C002275	7.87_120.0808	RP_POS	7.87	120.0808
C002276	1.56_96.0525	RP_POS	1.56	96.0525
C002277	10.64_251.1642	RP_POS	10.64	251.1642
C002278	12.07_325.1620	RP_POS	12.07	325.162
C002279	1.01_158.1176	RP_POS	1.01	158.1176
C002280	5.67_196.0946	RP_POS	5.67	196.0946
C002281	11.65_141.1274	RP_POS	11.65	141.1274
C002282	2.58_192.0325	RP_POS	2.58	192.0325
C002283	3.57_192.0642	RP_POS	3.57	192.0642
C002284	0.98_209.0920	RP_POS	0.98	209.092
C002285	4.94_153.1314	RP_POS	4.94	153.1314
C002286	6.13_274.1469	RP_POS	6.13	274.1469
C002287	11.11_341.1570	RP_POS	11.11	341.157
C002288	4.96_133.0648	RP_POS	4.96	133.0648
C002289	13.26_219.1743	RP_POS	13.26	219.1743
C002290	3.84_133.0860	RP_POS	3.84	133.086
C002291	11.85_219.1743	RP_POS	11.85	219.1743
C002292	10.23_159.1169	RP_POS	10.23	159.1169
C002293	2.78_151.0390	RP_POS	2.78	151.039
C002294	4.98_169.1223	RP_POS	4.98	169.1223
C002295	11.20_279.1564	RP_POS	11.2	279.1564
C002296	8.29_255.1200	RP_POS	8.29	255.12
C002297	2.84_265.1214	RP_POS	2.84	265.1214
C002298	10.23_291.1200	RP_POS	10.23	291.12
C002299	2.52_113.1074	RP_POS	2.52	113.1074
C002300	11.35_257.1746	RP_POS	11.35	257.1746
C002301	9.26_191.1430	RP_POS	9.26	191.143
C002302	2.23_141.1023	RP_POS	2.23	141.1023
C002303	9.91_253.1433	RP_POS	9.91	253.1433
C002304	12.39_407.3016	RP_POS	12.39	407.3016
C002305	10.15_255.1226	RP_POS	10.15	255.1226
C002306	3.96_90.0372	RP_POS	3.96	90.0372
C002307	1.51_206.0117	RP_POS	1.51	206.0117
C002308	11.90_204.0867	RP_POS	11.9	204.0867
C002309	12.63_147.1169	RP_POS	12.63	147.1169
C002310	3.88_159.0587	RP_POS	3.88	159.0587
C002311	2.08_196.1057	RP_POS	2.08	196.1057
C002312	3.01_142.1227	RP_POS	3.01	142.1227
C002313	10.98_349.1984	RP_POS	10.98	349.1984
C002314	10.51_207.1377	RP_POS	10.51	207.1377
C002315	6.01_178.1074	RP_POS	6.01	178.1074
C002316	10.78_225.1484	RP_POS	10.78	225.1484
C002317	10.32_293.1720	RP_POS	10.32	293.172
C002318	0.56_152.0318	RP_POS	0.56	152.0318
C002319	0.87_147.0251	RP_POS	0.87	147.0251
C002320	13.70_221.1172	RP_POS	13.7	221.1172
C002321	11.01_277.1429	RP_POS	11.01	277.1429
C002322	11.35_253.1417	RP_POS	11.35	253.1417
C002323	1.41_123.0917	RP_POS	1.41	123.0917
C002324	12.99_437.1934	RP_POS	12.99	437.1934
C002325	5.11_265.0547	RP_POS	5.11	265.0547
C002326	12.39_421.3172	RP_POS	12.39	421.3172
C002327	12.63_393.1665	RP_POS	12.63	393.1665
C002328	12.63_133.1012	RP_POS	12.63	133.1012
C002329	1.01_138.0914	RP_POS	1.01	138.0914
C002330	11.45_295.1903	RP_POS	11.45	295.1903
C002331	9.93_149.0961	RP_POS	9.93	149.0961
C002332	1.56_137.0791	RP_POS	1.56	137.0791
C002333	12.39_237.6229	RP_POS	12.39	237.6229
C002334	11.40_137.1326	RP_POS	11.4	137.1326
C002335	12.39_216.6121	RP_POS	12.39	216.6121
C002336	12.53_383.1675	RP_POS	12.53	383.1675
C002337	9.09_167.0702	RP_POS	9.09	167.0702
C002338	13.46_167.1431	RP_POS	13.46	167.1431
C002339	2.16_213.0235	RP_POS	2.16	213.0235
C002340	12.12_263.1253	RP_POS	12.12	263.1253
C002341	4.43_194.0790	RP_POS	4.43	194.079
C002342	1.37_163.1230	RP_POS	1.37	163.123
C002343	11.18_167.1431	RP_POS	11.18	167.1431
C002344	4.66_229.0020	RP_POS	4.66	229.002
C002345	2.18_151.0615	RP_POS	2.18	151.0615
C002346	5.87_120.0444	RP_POS	5.87	120.0444
C002347	12.63_295.1025	RP_POS	12.63	295.1025
C002348	12.61_149.1325	RP_POS	12.61	149.1325
C002349	1.89_107.0162	RP_POS	1.89	107.0162
C002350	7.12_167.0702	RP_POS	7.12	167.0702
C002351	2.04_190.0710	RP_POS	2.04	190.071
C002352	11.55_147.1169	RP_POS	11.55	147.1169
C002353	12.95_263.1615	RP_POS	12.95	263.1615
C002354	4.64_159.0846	RP_POS	4.64	159.0846
C002355	13.12_419.2404	RP_POS	13.12	419.2404
C002356	5.11_203.1277	RP_POS	5.11	203.1277
C002357	0.98_98.0965	RP_POS	0.98	98.0965
C002358	6.39_131.1067	RP_POS	6.39	131.1067
C002359	9.00_97.1012	RP_POS	9	97.1012
C002360	4.29_97.0761	RP_POS	4.29	97.0761
C002361	12.78_279.1584	RP_POS	12.78	279.1584
C002362	12.39_207.6068	RP_POS	12.39	207.6068
C002363	13.46_135.1168	RP_POS	13.46	135.1168
C002364	9.04_183.1379	RP_POS	9.04	183.1379
C002365	3.36_148.0757	RP_POS	3.36	148.0757
C002366	1.51_148.0605	RP_POS	1.51	148.0605
C002367	13.41_199.1692	RP_POS	13.41	199.1692
C002368	10.66_241.1432	RP_POS	10.66	241.1432
C002369	12.07_321.2058	RP_POS	12.07	321.2058
C002370	13.46_153.1274	RP_POS	13.46	153.1274
C002371	12.39_223.6199	RP_POS	12.39	223.6199
C002372	2.69_195.0631	RP_POS	2.69	195.0631
C002373	7.32_105.0699	RP_POS	7.32	105.0699
C002374	12.39_398.2413	RP_POS	12.39	398.2413
C002375	6.33_203.1277	RP_POS	6.33	203.1277
C002376	1.26_182.0673	RP_POS	1.26	182.0673
C002377	11.85_259.1303	RP_POS	11.85	259.1303
C002378	10.83_323.1464	RP_POS	10.83	323.1464
C002379	5.71_237.1233	RP_POS	5.71	237.1233
C002380	12.80_311.1463	RP_POS	12.8	311.1463
C002381	10.76_263.1640	RP_POS	10.76	263.164
C002382	11.62_258.2062	RP_POS	11.62	258.2062
C002383	2.67_182.0673	RP_POS	2.67	182.0673
C002384	11.62_198.1852	RP_POS	11.62	198.1852
C002385	11.67_181.0858	RP_POS	11.67	181.0858
C002386	6.60_219.1127	RP_POS	6.6	219.1127
C002387	11.40_251.1642	RP_POS	11.4	251.1642
C002388	4.39_225.1233	RP_POS	4.39	225.1233
C002389	12.61_171.1380	RP_POS	12.61	171.138
C002390	11.43_391.2090	RP_POS	11.43	391.209
C002391	6.37_172.1025	RP_POS	6.37	172.1025
C002392	5.71_139.0390	RP_POS	5.71	139.039
C002393	5.28_145.0261	RP_POS	5.28	145.0261
C002394	0.86_161.0444	RP_POS	0.86	161.0444
C002395	10.88_281.1722	RP_POS	10.88	281.1722
C002396	4.33_148.0757	RP_POS	4.33	148.0757
C002397	12.02_261.1459	RP_POS	12.02	261.1459
C002398	1.13_173.0557	RP_POS	1.13	173.0557
C002399	11.72_185.1169	RP_POS	11.72	185.1169
C002400	7.99_279.1201	RP_POS	7.99	279.1201
C002401	0.93_95.0162	RP_POS	0.93	95.0162
C002402	13.51_129.0910	RP_POS	13.51	129.091
C002403	10.61_203.1277	RP_POS	10.61	203.1277
C002404	2.93_213.1170	RP_POS	2.93	213.117
C002405	4.37_121.0839	RP_POS	4.37	121.0839
C002406	11.60_251.1641	RP_POS	11.6	251.1641
C002407	12.02_305.2110	RP_POS	12.02	305.211
C002408	10.61_217.1434	RP_POS	10.61	217.1434
C002409	12.04_172.1695	RP_POS	12.04	172.1695
C002410	10.49_215.0929	RP_POS	10.49	215.0929
C002411	1.37_158.1540	RP_POS	1.37	158.154
C002412	1.01_160.0427	RP_POS	1.01	160.0427
C002413	11.20_245.1747	RP_POS	11.2	245.1747
C002414	5.24_161.0809	RP_POS	5.24	161.0809
C002415	7.71_285.1306	RP_POS	7.71	285.1306
C002416	15.72_473.3450	RP_POS	15.72	473.345
C002417	12.07_165.0910	RP_POS	12.07	165.091
C002418	2.12_174.0762	RP_POS	2.12	174.0762
C002419	0.03_131.0452	RP_POS	0.03	131.0452
C002420	11.67_364.1964	RP_POS	11.67	364.1964
C002421	2.39_96.5785	RP_POS	2.39	96.5785
C002422	0.51_190.9975	RP_POS	0.51	190.9975
C002423	16.12_95.0856	RP_POS	16.12	95.0856
C002424	7.23_143.0340	RP_POS	7.23	143.034
C002425	12.68_368.1889	RP_POS	12.68	368.1889
C002426	5.82_205.0607	RP_POS	5.82	205.0607
C002427	11.58_233.1535	RP_POS	11.58	233.1535
C002428	9.64_135.0441	RP_POS	9.64	135.0441
C002429	0.06_82.0264	RP_POS	0.06	82.0264
C002430	13.24_237.1849	RP_POS	13.24	237.1849
C002431	11.52_274.1324	RP_POS	11.52	274.1324
C002432	9.40_349.1779	RP_POS	9.4	349.1779
C002433	11.11_177.0910	RP_POS	11.11	177.091
C002434	5.71_158.1176	RP_POS	5.71	158.1176
C002435	11.30_351.1777	RP_POS	11.3	351.1777
C002436	2.30_226.1233	RP_POS	2.3	226.1233
C002437	3.73_300.1427	RP_POS	3.73	300.1427
C002438	2.18_241.1120	RP_POS	2.18	241.112
C002439	4.66_184.0427	RP_POS	4.66	184.0427
C002440	8.87_233.1170	RP_POS	8.87	233.117
C002441	10.05_253.1411	RP_POS	10.05	253.1411
C002442	4.27_124.0758	RP_POS	4.27	124.0758
C002443	11.92_209.1171	RP_POS	11.92	209.1171
C002444	2.41_166.0497	RP_POS	2.41	166.0497
C002445	2.93_161.0808	RP_POS	2.93	161.0808
C002446	0.08_137.0710	RP_POS	0.08	137.071
C002447	7.89_197.1284	RP_POS	7.89	197.1284
C002448	10.19_278.1427	RP_POS	10.19	278.1427
C002449	3.96_115.0947	RP_POS	3.96	115.0947
C002450	1.45_168.0654	RP_POS	1.45	168.0654
C002451	3.32_160.0757	RP_POS	3.32	160.0757
C002452	11.20_275.1164	RP_POS	11.2	275.1164
C002453	2.02_161.0444	RP_POS	2.02	161.0444
C002454	12.41_207.1103	RP_POS	12.41	207.1103
C002455	11.85_197.1536	RP_POS	11.85	197.1536
C002456	12.82_277.1409	RP_POS	12.82	277.1409
C002457	2.60_131.0703	RP_POS	2.6	131.0703
C002458	8.46_143.1067	RP_POS	8.46	143.1067
C002459	13.24_209.1172	RP_POS	13.24	209.1172
C002460	11.08_245.0781	RP_POS	11.08	245.0781
C002461	0.03_116.1071	RP_POS	0.03	116.1071
C002462	2.54_185.1285	RP_POS	2.54	185.1285
C002463	5.82_153.0546	RP_POS	5.82	153.0546
C002464	9.67_183.0995	RP_POS	9.67	183.0995
C002465	0.08_141.0251	RP_POS	0.08	141.0251
C002466	8.91_253.1432	RP_POS	8.91	253.1432
C002467	11.67_330.1098	RP_POS	11.67	330.1098
C002468	12.17_151.1482	RP_POS	12.17	151.1482
C002469	19.94_302.9121	RP_POS	19.94	302.9121
C002470	13.21_369.1945	RP_POS	13.21	369.1945
C002471	12.44_333.1583	RP_POS	12.44	333.1583
C002472	4.76_158.1176	RP_POS	4.76	158.1176
C002473	6.58_164.0705	RP_POS	6.58	164.0705
C002474	11.58_143.1067	RP_POS	11.58	143.1067
C002475	0.51_99.0033	RP_POS	0.51	99.0033
C002476	4.98_141.0546	RP_POS	4.98	141.0546
C002477	11.28_177.0546	RP_POS	11.28	177.0546
C002478	12.17_427.2666	RP_POS	12.17	427.2666
C002479	10.83_123.1169	RP_POS	10.83	123.1169
C002480	12.63_277.2161	RP_POS	12.63	277.2161
C002481	19.94_149.0459	RP_POS	19.94	149.0459
C002482	4.35_135.0440	RP_POS	4.35	135.044
C002483	12.39_249.1096	RP_POS	12.39	249.1096
C002484	1.01_108.0808	RP_POS	1.01	108.0808
C002485	12.49_219.1379	RP_POS	12.49	219.1379
C002486	3.67_173.0806	RP_POS	3.67	173.0806
C002487	11.97_210.0914	RP_POS	11.97	210.0914
C002488	1.22_162.0761	RP_POS	1.22	162.0761
C002489	0.95_184.1080	RP_POS	0.95	184.108
C002490	0.18_139.0294	RP_POS	0.18	139.0294
C002491	19.94_300.9133	RP_POS	19.94	300.9133
C002492	13.41_335.1826	RP_POS	13.41	335.1826
C002493	10.74_139.1118	RP_POS	10.74	139.1118
C002494	11.90_182.0093	RP_POS	11.9	182.0093
C002495	4.08_99.0441	RP_POS	4.08	99.0441
C002496	10.66_377.1956	RP_POS	10.66	377.1956
C002497	12.53_123.1169	RP_POS	12.53	123.1169
C002498	12.04_307.2243	RP_POS	12.04	307.2243
C002499	11.16_293.1358	RP_POS	11.16	293.1358
C002500	7.59_253.1044	RP_POS	7.59	253.1044
C002501	4.92_69.0336	RP_POS	4.92	69.0336
C002502	6.98_143.0339	RP_POS	6.98	143.0339
